CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,MEASYEAR,LVSHRBCD,DSHRBCD,LVHRBCD,DHRBCD,LITTERCD,LVSHRBHT,DSHRBHT,LVHRBHT,DHRBHT,CREATED_DATE,MODIFIED_DATE,MICR_SAMPLE_METHOD
218177815020004,249604291010854,2006,72,143,1,4,2006,0,0,10,10,99.0,0.0,0.0,5.9,0.1,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177816020004,249604292010854,2006,72,145,8,1,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177817020004,249604292010854,2006,72,145,8,2,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177818020004,249604292010854,2006,72,145,8,3,2006,10,10,30,20,90.0,5.6,0.5,2.3,1.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177819020004,249604292010854,2006,72,145,8,4,2006,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178072020004,249604293010854,2006,72,149,4,1,2006,20,10,30,30,90.0,8.5,4.1,2.6,1.3,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178073020004,249604293010854,2006,72,149,4,2,2006,10,0,10,10,90.0,19.7,0.0,4.3,1.1,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178074020004,249604293010854,2006,72,149,4,3,2006,10,10,40,30,90.0,13.8,5.2,3.0,2.6,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178075020004,249604293010854,2006,72,149,4,4,2006,10,0,10,0,99.0,19.7,0.0,0.3,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178144020004,249604296010854,2006,72,153,1,1,2006,30,10,10,0,99.0,9.4,6.2,0.5,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178145020004,249604296010854,2006,72,153,1,2,2006,10,0,10,0,99.0,8.0,0.0,5.9,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178146020004,249604296010854,2006,72,153,1,3,2006,10,10,20,0,99.0,9.5,5.9,2.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178147020004,249604296010854,2006,72,153,1,4,2006,0,0,40,10,90.0,0.0,0.0,5.9,5.9,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177824020004,249604299010854,2006,72,153,2,1,2006,30,0,50,0,40.0,6.2,0.0,1.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177825020004,249604299010854,2006,72,153,2,2,2006,0,0,20,0,99.0,0.0,0.0,0.8,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177826020004,249604299010854,2006,72,153,2,3,2006,10,0,40,0,50.0,2.6,0.0,1.3,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177827020004,249604299010854,2006,72,153,2,4,2006,10,0,10,0,90.0,4.6,0.0,1.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178080020004,249604300010854,2006,72,153,3,1,2006,0,0,10,0,99.0,0.0,0.0,5.9,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178081020004,249604300010854,2006,72,153,3,2,2006,0,0,10,0,99.0,0.0,0.0,1.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178082020004,249604300010854,2006,72,153,3,3,2006,30,0,20,0,90.0,4.1,0.0,5.9,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178083020004,249604300010854,2006,72,153,3,4,2006,10,0,10,0,80.0,2.6,0.0,1.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178076020004,249604297010854,2006,72,153,11,1,2006,0,0,10,0,99.0,0.0,0.0,0.3,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178077020004,249604297010854,2006,72,153,11,2,2006,0,0,10,0,99.0,0.0,0.0,3.5,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178078020004,249604297010854,2006,72,153,11,3,2006,0,0,30,0,99.0,0.0,0.0,1.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178079020004,249604297010854,2006,72,153,11,4,2006,0,0,10,0,99.0,0.0,0.0,0.5,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177820020004,249604298010854,2006,72,153,12,1,2006,10,0,50,20,90.0,4.3,0.0,1.1,0.7,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177821020004,249604298010854,2006,72,153,12,2,2006,10,0,60,0,90.0,3.0,0.0,0.7,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177822020004,249604298010854,2006,72,153,12,3,2006,10,0,40,10,90.0,3.0,0.0,1.3,0.8,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177823020004,249604298010854,2006,72,153,12,4,2006,20,0,50,0,90.0,9.5,0.0,1.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177832020004,249604485010854,2008,72,97,3,1,2008,80,10,1,1,90.0,5.6,4.3,5.9,5.1,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177833020004,249604485010854,2008,72,97,3,2,2008,70,10,1,1,99.0,4.9,2.6,6.0,5.2,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177834020004,249604485010854,2008,72,97,3,3,2008,60,10,10,1,70.0,9.8,5.0,4.5,4.9,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177835020004,249604485010854,2008,72,97,3,4,2008,70,10,10,1,99.0,5.4,5.4,6.0,4.2,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177856020004,249604494010854,2008,72,97,20,1,2008,40,10,10,10,70.0,9.9,9.9,5.9,5.9,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177857020004,249604494010854,2008,72,97,20,2,2008,70,10,10,10,60.0,5.1,5.1,0.2,1.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177858020004,249604494010854,2008,72,97,20,3,2008,50,10,10,10,70.0,10.2,3.4,5.9,5.9,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177859020004,249604494010854,2008,72,97,20,4,2008,50,10,10,10,90.0,8.6,13.5,5.9,5.9,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177840020004,249604488010854,2008,72,97,27,1,2008,60,0,20,10,80.0,5.6,0.0,5.2,1.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177841020004,249604488010854,2008,72,97,27,2,2008,90,0,10,10,99.0,6.2,0.0,6.0,0.4,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177842020004,249604488010854,2008,72,97,27,3,2008,50,10,10,10,80.0,5.3,12.1,6.0,5.6,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177843020004,249604488010854,2008,72,97,27,4,2008,60,10,10,10,80.0,6.2,5.2,6.0,2.4,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177908020004,249604510010854,2008,72,97,41,1,2008,30,10,10,60,20.0,4.6,4.3,2.3,2.6,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177909020004,249604510010854,2008,72,97,41,2,2008,40,10,10,30,20.0,4.6,4.3,1.6,1.6,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177910020004,249604510010854,2008,72,97,41,3,2008,30,0,10,50,10.0,3.9,0.0,1.5,2.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177911020004,249604510010854,2008,72,97,41,4,2008,20,70,0,80,10.0,2.5,3.2,0.0,2.7,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177860020004,249604495010854,2008,72,97,52,1,2008,60,20,20,10,90.0,6.7,4.7,6.0,0.3,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177861020004,249604495010854,2008,72,97,52,2,2008,60,10,20,1,70.0,5.0,14.3,1.6,0.3,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177862020004,249604495010854,2008,72,97,52,3,2008,70,0,1,1,99.0,5.7,0.0,0.5,0.5,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177863020004,249604495010854,2008,72,97,52,4,2008,70,10,30,30,90.0,4.6,2.7,6.0,1.1,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177916020004,249604512010854,2008,72,97,54,1,2008,40,10,1,1,80.0,12.8,13.1,0.1,0.3,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177917020004,249604512010854,2008,72,97,54,2,2008,30,10,0,10,60.0,5.6,4.4,0.0,0.7,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177918020004,249604512010854,2008,72,97,54,3,2008,50,10,10,10,90.0,10.8,8.2,0.2,0.8,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177919020004,249604512010854,2008,72,97,54,4,2008,80,10,10,0,10.0,5.5,5.2,0.5,0.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177844020004,249604490010854,2008,72,97,61,1,2008,70,1,10,0,80.0,4.7,3.0,1.1,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177845020004,249604490010854,2008,72,97,61,2,2008,80,1,20,0,90.0,5.6,2.0,1.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177846020004,249604490010854,2008,72,97,61,3,2008,50,10,1,0,90.0,4.9,2.3,1.0,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177847020004,249604490010854,2008,72,97,61,4,2008,80,20,1,0,90.0,5.6,3.0,0.8,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177888020004,249604504010854,2008,72,97,62,1,2008,70,20,10,1,70.0,3.1,2.5,1.2,0.4,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177889020004,249604504010854,2008,72,97,62,2,2008,60,10,20,10,50.0,4.4,1.5,2.4,0.4,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177890020004,249604504010854,2008,72,97,62,3,2008,80,20,20,10,60.0,14.1,3.5,6.0,0.4,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177891020004,249604504010854,2008,72,97,62,4,2008,40,0,10,0,50.0,3.7,0.0,6.0,0.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177912020004,249604511010854,2008,72,97,66,1,2008,10,0,10,0,30.0,5.2,0.0,5.9,0.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177913020004,249604511010854,2008,72,97,66,2,2008,10,10,10,20,99.0,6.6,3.6,4.9,1.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177914020004,249604511010854,2008,72,97,66,3,2008,30,0,10,20,80.0,5.6,0.0,4.9,0.8,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177915020004,249604511010854,2008,72,97,66,4,2008,80,10,10,10,40.0,54.2,4.8,0.7,0.5,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177892020004,249604505010854,2008,72,97,75,1,2008,50,10,20,20,60.0,9.2,1.9,0.5,0.4,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177893020004,249604505010854,2008,72,97,75,2,2008,60,10,20,30,60.0,5.2,2.8,0.7,1.1,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177894020004,249604505010854,2008,72,97,75,3,2008,40,10,20,20,60.0,7.2,3.0,0.4,0.7,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177895020004,249604505010854,2008,72,97,75,4,2008,80,10,10,10,30.0,3.9,2.6,0.3,0.4,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177935020004,249604498010854,2008,72,97,89,4,2008,70,10,10,0,90.0,4.7,6.6,4.6,0.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177932020004,249604498010854,2008,72,97,89,1,2008,10,0,10,10,10.0,1.6,0.0,0.7,0.5,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177933020004,249604498010854,2008,72,97,89,2,2008,30,0,10,10,60.0,6.2,0.0,4.6,4.6,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177934020004,249604498010854,2008,72,97,89,3,2008,30,0,10,20,30.0,4.9,0.0,5.9,0.4,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177900020004,249604508010854,2008,72,97,90,1,2008,10,10,10,0,99.0,12.1,6.8,5.9,0.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177901020004,249604508010854,2008,72,97,90,2,2008,20,0,10,10,99.0,5.4,0.0,5.9,3.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177902020004,249604508010854,2008,72,97,90,3,2008,10,10,1,10,80.0,8.2,8.5,5.9,5.9,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177903020004,249604508010854,2008,72,97,90,4,2008,30,10,10,0,60.0,15.4,4.4,5.9,0.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177896020004,249604507010854,2008,72,97,92,1,2008,20,0,10,10,99.0,3.9,0.0,3.3,1.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177897020004,249604507010854,2008,72,97,92,2,2008,60,0,20,10,70.0,5.1,0.0,1.5,0.5,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177898020004,249604507010854,2008,72,97,92,3,2008,70,0,20,10,70.0,5.6,0.0,1.1,1.3,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177899020004,249604507010854,2008,72,97,92,4,2008,70,0,20,10,90.0,5.4,0.0,1.3,0.7,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177852020004,249604493010854,2008,72,97,93,1,2008,60,10,10,10,80.0,4.4,12.9,5.9,5.9,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177853020004,249604493010854,2008,72,97,93,2,2008,20,10,1,10,70.0,4.6,13.0,5.9,5.9,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177854020004,249604493010854,2008,72,97,93,3,2008,20,10,10,10,30.0,8.4,8.6,0.3,5.9,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177855020004,249604493010854,2008,72,97,93,4,2008,70,0,10,10,90.0,4.3,0.0,5.9,5.9,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177828020004,249604484010854,2008,72,97,100,1,2008,30,10,1,1,80.0,3.5,2.4,0.3,0.1,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177829020004,249604484010854,2008,72,97,100,2,2008,1,10,20,10,60.0,4.6,1.8,5.9,5.9,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177830020004,249604484010854,2008,72,97,100,3,2008,40,0,10,10,80.0,6.9,0.0,0.8,0.7,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177831020004,249604484010854,2008,72,97,100,4,2008,40,10,10,10,20.0,3.9,3.0,0.3,0.3,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177876020004,249604501010854,2008,72,97,128,1,2008,10,0,30,10,80.0,4.6,0.0,5.6,3.3,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177877020004,249604501010854,2008,72,97,128,2,2008,60,30,0,0,20.0,46.0,4.1,0.0,0.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177878020004,249604501010854,2008,72,97,128,3,2008,10,10,0,0,80.0,3.9,1.6,0.0,0.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177879020004,249604501010854,2008,72,97,128,4,2008,60,20,10,0,50.0,5.6,4.9,5.2,0.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177920020004,249604513010854,2008,72,97,129,1,2008,40,0,20,20,20.0,3.6,0.0,0.7,0.8,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177921020004,249604513010854,2008,72,97,129,2,2008,30,0,10,0,30.0,4.1,0.0,1.6,0.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177922020004,249604513010854,2008,72,97,129,3,2008,10,0,30,30,70.0,4.1,0.0,4.3,3.6,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177923020004,249604513010854,2008,72,97,129,4,2008,20,0,20,20,20.0,5.4,0.0,2.1,1.1,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177904020004,249604509010854,2008,72,97,134,1,2008,50,0,1,1,50.0,5.2,0.0,0.1,0.3,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177905020004,249604509010854,2008,72,97,134,2,2008,40,10,1,1,30.0,6.5,3.7,1.6,4.5,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177906020004,249604509010854,2008,72,97,134,3,2008,40,0,1,1,90.0,13.9,0.0,2.3,0.3,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177907020004,249604509010854,2008,72,97,134,4,2008,40,1,10,10,50.0,6.2,0.5,6.0,0.7,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177848020004,249604492010854,2008,72,97,157,1,2008,40,0,10,10,90.0,4.3,0.0,0.5,0.7,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177849020004,249604492010854,2008,72,97,157,2,2008,80,0,10,40,90.0,5.2,0.0,2.6,1.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177850020004,249604492010854,2008,72,97,157,3,2008,40,10,10,20,50.0,4.3,1.6,3.9,3.3,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177851020004,249604492010854,2008,72,97,157,4,2008,10,0,10,20,80.0,3.6,0.0,1.6,1.6,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177884020004,249604503010854,2008,72,97,165,1,2008,30,10,1,0,70.0,13.8,13.8,5.9,0.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177885020004,249604503010854,2008,72,97,165,2,2008,10,10,10,10,70.0,3.3,9.4,5.9,5.9,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177886020004,249604503010854,2008,72,97,165,3,2008,30,0,10,10,80.0,7.4,0.0,5.9,5.9,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177887020004,249604503010854,2008,72,97,165,4,2008,30,10,1,10,90.0,3.7,2.0,0.1,0.1,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177864020004,249604496010854,2008,72,97,167,1,2008,10,1,10,10,20.0,4.3,1.5,1.0,3.7,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177865020004,249604496010854,2008,72,97,167,2,2008,30,0,10,10,50.0,5.1,0.0,2.1,1.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177866020004,249604496010854,2008,72,97,167,3,2008,40,0,10,10,50.0,4.4,0.0,5.9,5.9,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177867020004,249604496010854,2008,72,97,167,4,2008,30,0,10,10,30.0,6.2,0.0,3.8,2.4,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177836020004,249604487010854,2008,72,97,179,1,2008,30,20,30,30,40.0,5.2,2.8,0.6,0.6,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177837020004,249604487010854,2008,72,97,179,2,2008,90,10,50,10,90.0,4.2,4.2,2.0,0.3,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177838020004,249604487010854,2008,72,97,179,3,2008,80,1,1,0,99.0,6.6,2.1,0.2,0.0,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177839020004,249604487010854,2008,72,97,179,4,2008,70,10,10,1,99.0,5.7,3.2,5.9,0.2,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218177880020004,249604502010854,2008,72,97,185,1,2008,50,0,10,0,40.0,2.1,0.0,0.3,0.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177881020004,249604502010854,2008,72,97,185,2,2008,20,0,0,0,90.0,4.6,0.0,0.0,0.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177882020004,249604502010854,2008,72,97,185,3,2008,30,1,0,0,99.0,3.9,3.0,0.0,0.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177883020004,249604502010854,2008,72,97,185,4,2008,50,1,0,0,99.0,0.5,0.3,0.0,0.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177868020004,249604497010854,2008,72,97,189,1,2008,50,0,0,10,99.0,5.6,0.0,0.0,1.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177869020004,249604497010854,2008,72,97,189,2,2008,60,0,0,0,80.0,4.6,0.0,0.0,0.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177870020004,249604497010854,2008,72,97,189,3,2008,30,0,0,0,80.0,5.2,0.0,0.0,0.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177871020004,249604497010854,2008,72,97,189,4,2008,40,1,0,1,90.0,4.9,4.3,0.0,0.5,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177872020004,249604499010854,2008,72,97,195,1,2008,40,10,1,0,80.0,4.1,1.9,0.3,0.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177873020004,249604499010854,2008,72,97,195,2,2008,50,1,10,1,70.0,4.0,3.9,1.0,0.2,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177874020004,249604499010854,2008,72,97,195,3,2008,70,10,20,30,80.0,3.0,1.4,0.3,0.3,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177875020004,249604499010854,2008,72,97,195,4,2008,30,0,1,10,70.0,4.7,0.0,0.4,0.2,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218178084020004,249604489010854,2008,72,97,198,1,2008,70,10,10,10,60.0,4.9,3.6,1.5,2.1,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178085020004,249604489010854,2008,72,97,198,2,2008,10,0,10,10,80.0,5.8,0.0,5.9,5.9,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178086020004,249604489010854,2008,72,97,198,3,2008,20,0,10,10,80.0,5.3,0.0,5.9,1.6,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178087020004,249604489010854,2008,72,97,198,4,2008,20,10,1,10,90.0,3.6,5.7,0.4,0.7,2013-10-21 14:55:39,2014-09-22 08:59:44,1
218178132020004,249604514010854,2008,72,97,202,1,2008,10,10,10,20,99.0,24.3,18.6,0.3,1.0,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218178133020004,249604514010854,2008,72,97,202,2,2008,40,10,40,40,99.0,24.9,4.9,5.9,5.9,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218178134020004,249604514010854,2008,72,97,202,3,2008,70,10,20,20,99.0,12.8,11.9,5.9,5.9,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218178135020004,249604514010854,2008,72,97,202,4,2008,30,20,30,40,99.0,32.2,31.5,5.9,5.9,2013-10-21 14:55:40,2014-09-22 08:59:44,1
218177940020004,249605173010854,2009,72,49,13,1,2009,0,0,70,10,60.0,0.0,0.0,3.3,0.3,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177941020004,249605173010854,2009,72,49,13,2,2009,0,0,90,20,0.0,0.0,0.0,0.5,0.5,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177942020004,249605173010854,2009,72,49,13,3,2009,0,0,99,20,0.0,0.0,0.0,0.3,0.3,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177943020004,249605173010854,2009,72,49,13,4,2009,0,0,20,10,70.0,0.0,0.0,0.3,0.2,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218178088020004,249605168010854,2009,72,49,20,1,2009,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218178089020004,249605168010854,2009,72,49,20,2,2009,0,0,80,30,30.0,0.0,0.0,3.3,3.3,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218178090020004,249605168010854,2009,72,49,20,3,2009,0,0,99,30,10.0,0.0,0.0,5.2,3.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218178091020004,249605168010854,2009,72,49,20,4,2009,0,0,60,50,10.0,0.0,0.0,3.6,2.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177944020004,249605177010854,2009,72,49,148,1,2009,0,0,30,0,10.0,0.0,0.0,0.9,0.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177945020004,249605177010854,2009,72,49,148,2,2009,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177946020004,249605177010854,2009,72,49,148,3,2009,10,10,90,10,60.0,6.6,4.6,4.6,2.6,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177947020004,249605177010854,2009,72,49,148,4,2009,0,10,70,10,20.0,0.0,2.6,1.6,0.3,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177936020004,249605171010854,2009,72,49,216,1,2009,10,10,80,50,10.0,3.6,5.9,0.7,0.7,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177937020004,249605171010854,2009,72,49,216,2,2009,20,10,50,10,10.0,4.3,5.2,0.7,0.8,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177938020004,249605171010854,2009,72,49,216,3,2009,10,10,80,10,10.0,3.0,3.6,0.5,0.3,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177939020004,249605171010854,2009,72,49,216,4,2009,10,10,10,10,10.0,2.0,4.9,1.8,1.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218178120020004,249605229010854,2009,72,147,5,1,2009,20,10,0,0,99.0,6.6,4.3,0.0,0.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218178121020004,249605229010854,2009,72,147,5,2,2009,20,10,0,0,99.0,9.8,9.8,0.0,0.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218178122020004,249605229010854,2009,72,147,5,3,2009,20,10,10,0,99.0,13.1,3.3,0.7,0.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218178123020004,249605229010854,2009,72,147,5,4,2009,30,10,0,0,99.0,5.9,1.6,0.0,0.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177924020004,249605220010854,2009,72,147,8,1,2009,20,10,80,60,90.0,5.4,5.2,1.6,2.8,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177925020004,249605220010854,2009,72,147,8,2,2009,10,10,60,40,80.0,3.0,3.1,0.7,0.6,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177926020004,249605220010854,2009,72,147,8,3,2009,10,10,40,40,80.0,2.2,3.8,1.1,0.3,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177927020004,249605220010854,2009,72,147,8,4,2009,20,10,20,0,20.0,3.1,2.4,0.3,0.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177928020004,249605224010854,2009,72,147,89,1,2009,30,10,20,20,90.0,17.7,0.3,3.1,0.7,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177929020004,249605224010854,2009,72,147,89,2,2009,50,10,10,0,90.0,2.6,12.1,1.0,0.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177930020004,249605224010854,2009,72,147,89,3,2009,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177931020004,249605224010854,2009,72,147,89,4,2009,10,0,40,40,90.0,9.0,0.0,4.3,0.6,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177948020004,249605205010854,2009,72,147,155,1,2009,20,20,20,10,80.0,4.7,9.8,0.7,0.3,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177952020004,249605234010854,2009,72,147,253,1,2009,10,10,0,0,99.0,13.5,0.2,0.0,0.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
218177949020004,249605205010854,2009,72,147,155,2,2009,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2013-10-21 14:55:42,2014-09-22 08:59:44,1
