CN,PLT_CN,VVT_CN,VSB_CN,VPS_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,VEG_FLDSPCD,UNIQUE_SP_NBR,VEG_SPCD,SP_CANOPY_COVER_TOTAL,SP_CANOPY_COVER_LAYER_1_2,SP_CANOPY_COVER_LAYER_3,SP_CANOPY_COVER_LAYER_4,QUAD_1_PRESENCE,QUAD_2_PRESENCE,QUAD_3_PRESENCE,DUMMY_SUBP_COVER_PRE2004,MAX_COVER_LAYER_NBR_PRE2004,CREATED_DATE,MODIFIED_DATE
313424493489998,249604493010854,250126683010854,250126781010854,250127050010854,2008,72,97,93,4,CRLU2,1,CRLU2,35.0,35.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424494489998,249604493010854,250126683010854,250126781010854,250127073010854,2008,72,97,93,4,DOHA2,1,DOHA2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424496489998,249604493010854,250126683010854,250126781010854,250127059010854,2008,72,97,93,4,EUFO3,1,EUFO3,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424498489998,249604493010854,250126683010854,250126781010854,250127069010854,2008,72,97,93,4,EUPE8,1,EUPE8,1.0,1.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:34,
313424499489998,249604493010854,250126683010854,250126781010854,250127072010854,2008,72,97,93,4,HYTR,1,HYTR,10.0,1.0,10.0,1.0,0,0,0,,,2015-03-20 16:01:34,
313424501489998,249604493010854,250126683010854,250126781010854,250127049010854,2008,72,97,93,4,MYFR,1,MYFR,10.0,8.0,10.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424506489998,249604493010854,250126683010854,250126781010854,250127051010854,2008,72,97,93,4,PHEP,1,PHEP,35.0,35.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:34,
313424508489998,249604493010854,250126683010854,250126781010854,250127064010854,2008,72,97,93,4,PLAL,1,PLAL,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424510489998,249604493010854,250126683010854,250126781010854,250127056010854,2008,72,97,93,4,PSMO3,1,PSMO3,1.0,1.0,1.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424511489998,249604493010854,250126683010854,250126781010854,250127062010854,2008,72,97,93,4,RAPO2,1,RAPO2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424513489998,249604493010854,250126683010854,250126781010854,250127063010854,2008,72,97,93,4,REUN,1,REUN,15.0,15.0,10.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424515489998,249604493010854,250126683010854,250126781010854,250127068010854,2008,72,97,93,4,SEUT2,1,SEUT2,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424518489998,249604493010854,250126683010854,250126781010854,250127048010854,2008,72,97,93,4,TAHE,1,TAHE,4.0,0.0,4.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424520489998,249604493010854,250126683010854,250126781010854,250127055010854,2008,72,97,93,4,TIRE,1,TIRE,2.0,2.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:34,
313424522489998,249604493010854,250126683010854,250126781010854,250127054010854,2008,72,97,93,4,TIUT,1,TIUT,3.0,3.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424110489998,249604484010854,250126676010854,250126751010854,250126824010854,2008,72,97,100,2,ANAC4,1,ANAC4,2.0,2.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424111489998,249604484010854,250126676010854,250126751010854,250126825010854,2008,72,97,100,2,AYIN2,1,AYIN2,0.01,0.01,0.0,0.0,0,0,1,,,2015-03-20 16:01:33,
313424112489998,249604484010854,250126676010854,250126751010854,250126814010854,2008,72,97,100,2,BOSU2,1,BOSU2,3.0,3.0,3.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424114489998,249604484010854,250126676010854,250126751010854,250126844010854,2008,72,97,100,2,BUSI,1,BUSI,4.0,1.0,4.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424116489998,249604484010854,250126676010854,250126751010854,250126830010854,2008,72,97,100,2,CAFL2,1,CAFL2,0.01,0.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:33,
313424118489998,249604484010854,250126676010854,250126751010854,250126847010854,2008,72,97,100,2,CEVI2,1,CEVI2,0.01,0.01,0.0,0.0,0,1,1,,,2015-03-20 16:01:33,
313424123489998,249604484010854,250126676010854,250126751010854,250126834010854,2008,72,97,100,2,COERE,1,COERE,0.01,0.01,0.0,0.0,1,0,0,,,2015-03-20 16:01:33,
313424125489998,249604484010854,250126676010854,250126751010854,250126826010854,2008,72,97,100,2,COHI3,1,COHI3,3.0,3.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424127489998,249604484010854,250126676010854,250126751010854,250126833010854,2008,72,97,100,2,CRBE4,1,CRBE4,15.0,15.0,0.0,0.0,1,1,1,,,2015-03-20 16:01:33,
313424129489998,249604484010854,250126676010854,250126751010854,250126829010854,2008,72,97,100,2,CRDI8,1,CRDI8,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424130489998,249604484010854,250126676010854,250126751010854,250126831010854,2008,72,97,100,2,CRLU2,1,CRLU2,65.0,65.0,0.0,0.0,1,1,1,,,2015-03-20 16:01:33,
313424133489998,249604484010854,250126676010854,250126751010854,250126811010854,2008,72,97,100,2,EUFO3,1,EUFO3,2.0,0.01,2.0,0.0,1,0,0,,,2015-03-20 16:01:33,
313424135489998,249604484010854,250126676010854,250126751010854,250126815010854,2008,72,97,100,2,EUPE8,1,EUPE8,2.0,2.0,2.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424137489998,249604484010854,250126676010854,250126751010854,250126859010854,2008,72,97,100,2,EXCA,1,EXCA,4.0,4.0,0.0,0.0,0,1,0,,,2015-03-20 16:01:33,
313424139489998,249604484010854,250126676010854,250126751010854,250126820010854,2008,72,97,100,2,GADU2,1,GADU2,0.01,0.01,0.0,0.0,0,1,1,,,2015-03-20 16:01:33,
313424142489998,249604484010854,250126676010854,250126751010854,250126823010854,2008,72,97,100,2,HAPO2,1,HAPO2,0.01,0.01,0.0,0.0,1,0,0,,,2015-03-20 16:01:33,
313424143489998,249604484010854,250126676010854,250126751010854,250126813010854,2008,72,97,100,2,IPMI,1,IPMI,0.01,0.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:33,
313424144489998,249604484010854,250126676010854,250126751010854,250126817010854,2008,72,97,100,2,JAPE,1,JAPE,0.01,0.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:33,
313424147489998,249604484010854,250126676010854,250126751010854,250126827010854,2008,72,97,100,2,METO3,1,METO3,15.0,0.01,5.0,10.0,0,0,0,,,2015-03-20 16:01:33,
313424148489998,249604484010854,250126676010854,250126751010854,250126828010854,2008,72,97,100,2,METO4,1,METO4,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424149489998,249604484010854,250126676010854,250126751010854,250126860010854,2008,72,97,100,2,MYFR,1,MYFR,14.0,10.0,5.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424153489998,249604484010854,250126676010854,250126751010854,250126812010854,2008,72,97,100,2,PABL,1,PABL,0.01,0.01,0.0,0.0,0,0,1,,,2015-03-20 16:01:33,
313424155489998,249604484010854,250126676010854,250126751010854,250126842010854,2008,72,97,100,2,PIRO6,1,PIRO6,1.0,1.0,0.01,0.0,0,0,1,,,2015-03-20 16:01:33,
313424157489998,249604484010854,250126676010854,250126751010854,250126851010854,2008,72,97,100,2,PLOB2,1,PLOB2,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424159489998,249604484010854,250126676010854,250126751010854,250126848010854,2008,72,97,100,2,PSMO3,1,PSMO3,1.0,1.0,0.01,0.0,1,0,0,,,2015-03-20 16:01:33,
313424162489998,249604484010854,250126676010854,250126751010854,250126843010854,2008,72,97,100,2,REUN,1,REUN,20.0,20.0,1.0,0.0,1,0,0,,,2015-03-20 16:01:33,
313424165489998,249604484010854,250126676010854,250126751010854,250126845010854,2008,72,97,100,2,SEUT2,1,SEUT2,25.0,25.0,0.0,0.0,1,0,0,,,2015-03-20 16:01:33,
313424168489998,249604484010854,250126676010854,250126751010854,250126861010854,2008,72,97,100,2,STEM3,1,STEM3,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424170489998,249604484010854,250126676010854,250126751010854,250126839010854,2008,72,97,100,2,TAHE,1,TAHE,3.0,0.0,3.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424172489998,249604484010854,250126676010854,250126751010854,250126832010854,2008,72,97,100,2,TIRE,1,TIRE,3.0,3.0,1.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424174489998,249604484010854,250126676010854,250126751010854,250126838010854,2008,72,97,100,2,TIUT,1,TIUT,25.0,25.0,0.0,0.0,1,0,0,,,2015-03-20 16:01:33,
313424109489998,249604484010854,250126676010854,250126753010854,250126840010854,2008,72,97,100,4,AMEL,1,AMEL,1.0,0.01,1.0,0.0,0,0,1,,,2015-03-20 16:01:33,
313424113489998,249604484010854,250126676010854,250126753010854,250126814010854,2008,72,97,100,4,BOSU2,1,BOSU2,10.0,0.0,10.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424115489998,249604484010854,250126676010854,250126753010854,250126844010854,2008,72,97,100,4,BUSI,1,BUSI,35.0,0.0,35.0,1.0,0,0,0,,,2015-03-20 16:01:33,
313424117489998,249604484010854,250126676010854,250126753010854,250126841010854,2008,72,97,100,4,CARE8,1,CARE8,10.0,10.0,0.0,0.0,0,0,1,,,2015-03-20 16:01:33,
313424119489998,249604484010854,250126676010854,250126753010854,250126847010854,2008,72,97,100,4,CEVI2,1,CEVI2,2.0,2.0,0.0,0.0,0,0,1,,,2015-03-20 16:01:33,
313424120489998,249604484010854,250126676010854,250126753010854,250126850010854,2008,72,97,100,4,CHNI2,1,CHNI2,0.01,0.01,0.0,0.0,0,0,1,,,2015-03-20 16:01:33,
313424121489998,249604484010854,250126676010854,250126753010854,250126816010854,2008,72,97,100,4,CITR2,1,CITR2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424122489998,249604484010854,250126676010854,250126753010854,250126821010854,2008,72,97,100,4,CODO,1,CODO,1.0,1.0,0.0,0.0,0,0,1,,,2015-03-20 16:01:33,
313424124489998,249604484010854,250126676010854,250126753010854,250126834010854,2008,72,97,100,4,COERE,1,COERE,0.01,0.01,0.0,0.0,1,1,1,,,2015-03-20 16:01:33,
313424126489998,249604484010854,250126676010854,250126753010854,250126852010854,2008,72,97,100,4,COMI,1,COMI,8.0,1.0,7.0,0.01,0,0,0,,,2015-03-20 16:01:33,
313424151489998,249604484010854,250126676010854,250126753010854,250126836010854,2008,72,97,100,4,OPMO2,1,COMO8,0.01,0.01,0.0,0.0,1,0,0,,,2015-03-20 16:01:33,
313424128489998,249604484010854,250126676010854,250126753010854,250126833010854,2008,72,97,100,4,CRBE4,1,CRBE4,30.0,30.0,0.0,0.0,1,0,1,,,2015-03-20 16:01:33,
313424131489998,249604484010854,250126676010854,250126753010854,250126831010854,2008,72,97,100,4,CRLU2,1,CRLU2,60.0,60.0,1.0,0.0,1,1,1,,,2015-03-20 16:01:33,
313424132489998,249604484010854,250126676010854,250126753010854,250126849010854,2008,72,97,100,4,DOHA2,1,DOHA2,2.0,2.0,0.01,0.0,0,0,1,,,2015-03-20 16:01:33,
313424134489998,249604484010854,250126676010854,250126753010854,250126811010854,2008,72,97,100,4,EUFO3,1,EUFO3,2.0,2.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424136489998,249604484010854,250126676010854,250126753010854,250126815010854,2008,72,97,100,4,EUPE8,1,EUPE8,0.01,0.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:33,
313424138489998,249604484010854,250126676010854,250126753010854,250126859010854,2008,72,97,100,4,EXCA,1,EXCA,3.0,1.0,3.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424140489998,249604484010854,250126676010854,250126753010854,250126820010854,2008,72,97,100,4,GADU2,1,GADU2,0.01,0.01,0.01,0.0,0,0,0,,,2015-03-20 16:01:33,
313424141489998,249604484010854,250126676010854,250126753010854,250126853010854,2008,72,97,100,4,GUEL,1,GUEL,2.0,0.0,2.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424145489998,249604484010854,250126676010854,250126753010854,250126817010854,2008,72,97,100,4,JAPE,1,JAPE,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424146489998,249604484010854,250126676010854,250126753010854,250126822010854,2008,72,97,100,4,LAIN2,1,LAIN2,1.0,1.0,0.0,0.0,0,0,1,,,2015-03-20 16:01:33,
313424150489998,249604484010854,250126676010854,250126753010854,250126860010854,2008,72,97,100,4,MYFR,1,MYFR,4.0,3.0,2.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424152489998,249604484010854,250126676010854,250126753010854,250126818010854,2008,72,97,100,4,OPRE2,1,OPRE2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424154489998,249604484010854,250126676010854,250126753010854,250126812010854,2008,72,97,100,4,PABL,1,PABL,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424156489998,249604484010854,250126676010854,250126753010854,250126842010854,2008,72,97,100,4,PIRO6,1,PIRO6,5.0,3.0,5.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424158489998,249604484010854,250126676010854,250126753010854,250126851010854,2008,72,97,100,4,PLOB2,1,PLOB2,3.0,3.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:33,
313424160489998,249604484010854,250126676010854,250126753010854,250126848010854,2008,72,97,100,4,PSMO3,1,PSMO3,2.0,1.0,1.0,0.0,0,0,1,,,2015-03-20 16:01:33,
313424161489998,249604484010854,250126676010854,250126753010854,250126835010854,2008,72,97,100,4,RAVI,1,RAVI,0.01,0.01,0.0,0.0,1,0,0,,,2015-03-20 16:01:33,
313424163489998,249604484010854,250126676010854,250126753010854,250126843010854,2008,72,97,100,4,REUN,1,REUN,25.0,20.0,10.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424164489998,249604484010854,250126676010854,250126753010854,250126846010854,2008,72,97,100,4,RHRE3,1,RHRE3,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424166489998,249604484010854,250126676010854,250126753010854,250126845010854,2008,72,97,100,4,SEUT2,1,SEUT2,7.0,7.0,0.0,0.0,0,0,1,,,2015-03-20 16:01:33,
313424167489998,249604484010854,250126676010854,250126753010854,250126837010854,2008,72,97,100,4,SIMU4,1,SIMU4,0.01,0.01,0.0,0.0,1,0,0,,,2015-03-20 16:01:33,
313424169489998,249604484010854,250126676010854,250126753010854,250126861010854,2008,72,97,100,4,STEM3,1,STEM3,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424171489998,249604484010854,250126676010854,250126753010854,250126839010854,2008,72,97,100,4,TAHE,1,TAHE,8.0,0.0,8.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424173489998,249604484010854,250126676010854,250126753010854,250126832010854,2008,72,97,100,4,TIRE,1,TIRE,12.0,10.0,2.0,0.0,1,1,1,,,2015-03-20 16:01:33,
313424175489998,249604484010854,250126676010854,250126753010854,250126838010854,2008,72,97,100,4,TIUT,1,TIUT,8.0,5.0,3.0,0.0,0,0,1,,,2015-03-20 16:01:33,
313424176489998,249604484010854,250126676010854,250126753010854,250126819010854,2008,72,97,100,4,TOVO,1,TOVO,0.01,0.01,0.01,0.0,0,0,0,,,2015-03-20 16:01:33,
313424810489998,249604501010854,250126690010854,250126807010854,250127290010854,2008,72,97,128,2,2PLANT,1,2PLANT,0.01,0.01,0.0,0.0,1,0,0,,,2015-03-20 16:01:34,
313424813489998,249604501010854,250126690010854,250126807010854,250127287010854,2008,72,97,128,2,AMEL,1,AMEL,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424814489998,249604501010854,250126690010854,250126807010854,250127278010854,2008,72,97,128,2,ANAC4,1,ANAC4,25.0,15.0,10.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424816489998,249604501010854,250126690010854,250126807010854,250127292010854,2008,72,97,128,2,BOSU2,1,BOSU2,8.0,2.0,6.0,0.0,0,1,0,,,2015-03-20 16:01:34,
313424818489998,249604501010854,250126690010854,250126807010854,250127279010854,2008,72,97,128,2,BUSI,1,BUSI,8.0,0.01,8.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424820489998,249604501010854,250126690010854,250126807010854,250127288010854,2008,72,97,128,2,CEVI2,1,CEVI2,0.01,0.01,0.0,0.0,1,0,0,,,2015-03-20 16:01:34,
313424822489998,249604501010854,250126690010854,250126807010854,250127280010854,2008,72,97,128,2,CHNI2,1,CHNI2,7.0,7.0,0.0,0.0,1,0,1,,,2015-03-20 16:01:34,
313424824489998,249604501010854,250126690010854,250126807010854,250127282010854,2008,72,97,128,2,COMI,1,COMI,8.0,7.0,1.0,0.0,0,1,0,,,2015-03-20 16:01:34,
313424826489998,249604501010854,250126690010854,250126807010854,250127276010854,2008,72,97,128,2,CRBE4,1,CRBE4,9.0,9.0,0.0,0.0,1,0,1,,,2015-03-20 16:01:34,
313424828489998,249604501010854,250126690010854,250126807010854,250127277010854,2008,72,97,128,2,CRDI8,1,CRDI8,8.0,8.0,0.0,0.0,0,0,1,,,2015-03-20 16:01:34,
313424830489998,249604501010854,250126690010854,250126807010854,250127275010854,2008,72,97,128,2,CRLU2,1,CRLU2,3.0,3.0,0.0,0.0,1,0,0,,,2015-03-20 16:01:34,
313424833489998,249604501010854,250126690010854,250126807010854,250127285010854,2008,72,97,128,2,EUPE8,1,EUPE8,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424835489998,249604501010854,250126690010854,250126807010854,250127283010854,2008,72,97,128,2,EXCA,1,EXCA,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424838489998,249604501010854,250126690010854,250126807010854,250127293010854,2008,72,97,128,2,HAPO2,1,HAPO2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424842489998,249604501010854,250126690010854,250126807010854,250127289010854,2008,72,97,128,2,OPRE2,1,OPRE2,0.01,0.01,0.0,0.0,1,0,0,,,2015-03-20 16:01:34,
313424845489998,249604501010854,250126690010854,250126807010854,250127286010854,2008,72,97,128,2,PSMO3,1,PSMO3,1.0,1.0,0.0,0.0,0,1,1,,,2015-03-20 16:01:34,
313424847489998,249604501010854,250126690010854,250126807010854,250127274010854,2008,72,97,128,2,REUN,1,REUN,25.0,25.0,0.0,0.0,0,1,1,,,2015-03-20 16:01:34,
313424849489998,249604501010854,250126690010854,250126807010854,250127291010854,2008,72,97,128,2,SEUT2,1,SEUT2,5.0,5.0,0.0,0.0,1,0,1,,,2015-03-20 16:01:34,
313424851489998,249604501010854,250126690010854,250126807010854,250127281010854,2008,72,97,128,2,TAHE,1,TAHE,6.0,5.0,1.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424853489998,249604501010854,250126690010854,250126807010854,250127284010854,2008,72,97,128,2,TIUT,1,TIUT,2.0,2.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424811489998,249604501010854,250126690010854,250126809010854,250127290010854,2008,72,97,128,4,2PLANT,1,2PLANT,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424815489998,249604501010854,250126690010854,250126809010854,250127278010854,2008,72,97,128,4,ANAC4,1,ANAC4,13.0,10.0,3.0,0.0,0,1,0,,,2015-03-20 16:01:34,
313424817489998,249604501010854,250126690010854,250126809010854,250127292010854,2008,72,97,128,4,BOSU2,1,BOSU2,3.0,3.0,1.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424819489998,249604501010854,250126690010854,250126809010854,250127279010854,2008,72,97,128,4,BUSI,1,BUSI,0.01,0.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:34,
313424821489998,249604501010854,250126690010854,250126809010854,250127288010854,2008,72,97,128,4,CEVI2,1,CEVI2,0.01,0.01,0.0,0.0,1,0,0,,,2015-03-20 16:01:34,
313424823489998,249604501010854,250126690010854,250126809010854,250127280010854,2008,72,97,128,4,CHNI2,1,CHNI2,7.0,7.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424825489998,249604501010854,250126690010854,250126809010854,250127282010854,2008,72,97,128,4,COMI,1,COMI,20.0,15.0,10.0,0.0,0,0,1,,,2015-03-20 16:01:34,
313424841489998,249604501010854,250126690010854,250126809010854,250127300010854,2008,72,97,128,4,OPMO2,1,COMO8,0.01,0.01,0.0,0.0,0,0,1,,,2015-03-20 16:01:34,
313424827489998,249604501010854,250126690010854,250126809010854,250127276010854,2008,72,97,128,4,CRBE4,1,CRBE4,5.0,5.0,0.0,0.0,1,0,1,,,2015-03-20 16:01:34,
313424829489998,249604501010854,250126690010854,250126809010854,250127277010854,2008,72,97,128,4,CRDI8,1,CRDI8,13.0,13.0,0.0,0.0,0,1,0,,,2015-03-20 16:01:34,
313424831489998,249604501010854,250126690010854,250126809010854,250127275010854,2008,72,97,128,4,CRLU2,1,CRLU2,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424832489998,249604501010854,250126690010854,250126809010854,250127296010854,2008,72,97,128,4,EUFO3,1,EUFO3,1.0,1.0,0.0,0.0,1,1,0,,,2015-03-20 16:01:34,
313424834489998,249604501010854,250126690010854,250126809010854,250127285010854,2008,72,97,128,4,EUPE8,1,EUPE8,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424836489998,249604501010854,250126690010854,250126809010854,250127294010854,2008,72,97,128,4,FICI,1,FICI,5.0,5.0,1.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424837489998,249604501010854,250126690010854,250126809010854,250127299010854,2008,72,97,128,4,GADU2,1,GADU2,0.01,0.01,0.0,0.0,0,0,1,,,2015-03-20 16:01:34,
313424839489998,249604501010854,250126690010854,250126809010854,250127293010854,2008,72,97,128,4,HAPO2,1,HAPO2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424840489998,249604501010854,250126690010854,250126809010854,250127298010854,2008,72,97,128,4,LAIN2,1,LAIN2,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424843489998,249604501010854,250126690010854,250126809010854,250127289010854,2008,72,97,128,4,OPRE2,1,OPRE2,0.01,0.01,0.0,0.0,0,1,0,,,2015-03-20 16:01:34,
313424844489998,249604501010854,250126690010854,250126809010854,250127295010854,2008,72,97,128,4,PLOB2,1,PLOB2,1.0,1.0,0.0,0.0,0,1,0,,,2015-03-20 16:01:34,
313424846489998,249604501010854,250126690010854,250126809010854,250127286010854,2008,72,97,128,4,PSMO3,1,PSMO3,1.0,1.0,0.0,0.0,0,1,0,,,2015-03-20 16:01:34,
313424848489998,249604501010854,250126690010854,250126809010854,250127274010854,2008,72,97,128,4,REUN,1,REUN,2.0,2.0,0.0,0.0,0,0,1,,,2015-03-20 16:01:34,
313424850489998,249604501010854,250126690010854,250126809010854,250127291010854,2008,72,97,128,4,SEUT2,1,SEUT2,3.0,3.0,0.0,0.0,1,0,1,,,2015-03-20 16:01:34,
313424852489998,249604501010854,250126690010854,250126809010854,250127281010854,2008,72,97,128,4,TAHE,1,TAHE,3.0,2.0,2.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424854489998,249604501010854,250126690010854,250126809010854,250127284010854,2008,72,97,128,4,TIUT,1,TIUT,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424812489998,249604501010854,250126690010854,250126809010854,250127297010854,2008,72,97,128,4,2PLANT,2,2PLANT,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313425294489998,249604513010854,250126701010854,250126743010854,250127569010854,2008,72,97,129,2,2FORB,1,2FORB,0.01,0.01,0.0,0.0,0,1,0,,,2015-03-20 16:01:35,
313425296489998,249604513010854,250126701010854,250126743010854,250127556010854,2008,72,97,129,2,ANAC4,1,ANAC4,18.0,18.0,1.0,0.0,0,0,1,,,2015-03-20 16:01:35,
313425298489998,249604513010854,250126701010854,250126743010854,250127572010854,2008,72,97,129,2,BUSI,1,BUSI,0.01,0.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:35,
313425299489998,249604513010854,250126701010854,250126743010854,250127563010854,2008,72,97,129,2,CHLI5,1,CHLI5,10.0,10.0,0.0,0.0,1,1,1,,,2015-03-20 16:01:35,
313425302489998,249604513010854,250126701010854,250126743010854,250127558010854,2008,72,97,129,2,COHI3,1,COHI3,1.0,1.0,0.0,0.0,0,1,0,,,2015-03-20 16:01:35,
313425315489998,249604513010854,250126701010854,250126743010854,250127561010854,2008,72,97,129,2,OPMO2,1,COMO8,2.0,2.0,1.0,0.0,1,0,0,,,2015-03-20 16:01:35,
313425304489998,249604513010854,250126701010854,250126743010854,250127562010854,2008,72,97,129,2,CRBE4,1,CRBE4,21.0,21.0,0.0,0.0,1,1,1,,,2015-03-20 16:01:35,
313425306489998,249604513010854,250126701010854,250126743010854,250127559010854,2008,72,97,129,2,CRDI8,1,CRDI8,10.0,10.0,0.0,0.0,1,0,1,,,2015-03-20 16:01:35,
313425309489998,249604513010854,250126701010854,250126743010854,250127560010854,2008,72,97,129,2,EUPE8,1,EUPE8,2.0,2.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:35,
313425311489998,249604513010854,250126701010854,250126743010854,250127567010854,2008,72,97,129,2,HEJA,1,HEJA,2.0,2.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425313489998,249604513010854,250126701010854,250126743010854,250127571010854,2008,72,97,129,2,MEIN7,1,MEIN7,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425316489998,249604513010854,250126701010854,250126743010854,250127565010854,2008,72,97,129,2,OPRE2,1,OPRE2,0.01,0.01,0.0,0.0,1,0,0,,,2015-03-20 16:01:35,
313425318489998,249604513010854,250126701010854,250126743010854,250127575010854,2008,72,97,129,2,PANIC,1,PANIC,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425320489998,249604513010854,250126701010854,250126743010854,250127557010854,2008,72,97,129,2,PLOB2,1,PLOB2,18.0,18.0,2.0,0.0,1,1,1,,,2015-03-20 16:01:35,
313425322489998,249604513010854,250126701010854,250126743010854,250127570010854,2008,72,97,129,2,RAAC,1,RAAC,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425323489998,249604513010854,250126701010854,250126743010854,250127564010854,2008,72,97,129,2,REUN,1,REUN,17.0,17.0,0.0,0.0,1,1,0,,,2015-03-20 16:01:35,
313425325489998,249604513010854,250126701010854,250126743010854,250127566010854,2008,72,97,129,2,RHRE3,1,RHRE3,0.01,0.01,0.0,0.0,0,1,1,,,2015-03-20 16:01:35,
313425327489998,249604513010854,250126701010854,250126743010854,250127568010854,2008,72,97,129,2,SEUT2,1,SEUT2,4.0,4.0,0.0,0.0,0,1,0,,,2015-03-20 16:01:35,
313425329489998,249604513010854,250126701010854,250126743010854,250127576010854,2008,72,97,129,2,STEM3,1,STEM3,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:35,
313425295489998,249604513010854,250126701010854,250126745010854,250127569010854,2008,72,97,129,4,2FORB,1,2FORB,0.01,0.01,0.0,0.0,0,1,0,,,2015-03-20 16:01:35,
313425297489998,249604513010854,250126701010854,250126745010854,250127556010854,2008,72,97,129,4,ANAC4,1,ANAC4,25.0,25.0,0.0,0.0,1,0,1,,,2015-03-20 16:01:35,
