CN,PLT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,SUBP,CONDID,CREATED_DATE,MODIFIED_DATE,MICRCOND_PROP,SUBPCOND_PROP,MACRCOND_PROP,NONFR_INCL_PCT_SUBP,NONFR_INCL_PCT_MACRO,CYCLE,SUBCYCLE
311839582489998,29590599020004,2012,72,1,1,9,2,1,2015-03-11 14:22:48,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839583489998,29590599020004,2012,72,1,1,9,3,1,2015-03-11 14:22:48,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839584489998,29590599020004,2012,72,1,1,9,4,1,2015-03-11 14:22:48,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839627489998,29590610020004,2012,72,1,1,10,1,1,2015-03-11 14:22:48,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839628489998,29590610020004,2012,72,1,1,10,2,1,2015-03-11 14:22:48,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839629489998,29590610020004,2012,72,1,1,10,3,1,2015-03-11 14:22:48,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839630489998,29590610020004,2012,72,1,1,10,4,1,2015-03-11 14:22:48,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839859489998,29590668020004,2012,72,1,3,2,1,1,2015-03-11 14:22:50,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839860489998,29590668020004,2012,72,1,3,2,2,1,2015-03-11 14:22:50,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839861489998,29590668020004,2012,72,1,3,2,3,1,2015-03-11 14:22:50,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839862489998,29590668020004,2012,72,1,3,2,4,1,2015-03-11 14:22:50,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839783489998,29590649020004,2012,72,1,5,1,1,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839784489998,29590649020004,2012,72,1,5,1,2,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839785489998,29590649020004,2012,72,1,5,1,3,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839786489998,29590649020004,2012,72,1,5,1,4,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839787489998,29590650020004,2012,72,1,5,8,1,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839788489998,29590650020004,2012,72,1,5,8,2,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839789489998,29590650020004,2012,72,1,5,8,3,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839790489998,29590650020004,2012,72,1,5,8,4,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839647489998,29590615020004,2012,72,1,5,9,1,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839648489998,29590615020004,2012,72,1,5,9,2,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839649489998,29590615020004,2012,72,1,5,9,3,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839650489998,29590615020004,2012,72,1,5,9,4,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839819489998,29590658020004,2012,72,1,5,11,1,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839820489998,29590658020004,2012,72,1,5,11,2,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839821489998,29590658020004,2012,72,1,5,11,3,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839822489998,29590658020004,2012,72,1,5,11,4,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839779489998,29590648020004,2012,72,1,5,12,1,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839780489998,29590648020004,2012,72,1,5,12,2,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839781489998,29590648020004,2012,72,1,5,12,3,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839782489998,29590648020004,2012,72,1,5,12,4,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839707489998,29590630020004,2012,72,1,5,13,1,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839708489998,29590630020004,2012,72,1,5,13,2,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839709489998,29590630020004,2012,72,1,5,13,3,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839710489998,29590630020004,2012,72,1,5,13,4,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839667489998,29590620020004,2012,72,1,5,14,1,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839668489998,29590620020004,2012,72,1,5,14,2,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839669489998,29590620020004,2012,72,1,5,14,3,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839670489998,29590620020004,2012,72,1,5,14,4,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839521489998,29590584020004,2012,72,1,7,1,1,1,2015-03-11 14:22:47,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839522489998,29590584020004,2012,72,1,7,1,2,1,2015-03-11 14:22:47,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839523489998,29590584020004,2012,72,1,7,1,3,1,2015-03-11 14:22:47,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839524489998,29590584020004,2012,72,1,7,1,4,1,2015-03-11 14:22:47,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839545489998,29590590020004,2012,72,1,7,2,1,1,2015-03-11 14:22:47,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839546489998,29590590020004,2012,72,1,7,2,2,2,2015-03-11 14:22:47,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839547489998,29590590020004,2012,72,1,7,2,3,2,2015-03-11 14:22:47,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839548489998,29590590020004,2012,72,1,7,2,4,1,2015-03-11 14:22:47,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839453489998,29590568020004,2012,72,1,7,3,1,1,2015-03-11 14:22:46,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839454489998,29590568020004,2012,72,1,7,3,2,2,2015-03-11 14:22:46,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839455489998,29590568020004,2012,72,1,7,3,3,1,2015-03-11 14:22:46,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839456489998,29590568020004,2012,72,1,7,3,4,1,2015-03-11 14:22:46,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839606489998,29590605020004,2012,72,1,9,3,1,1,2015-03-11 14:22:48,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839607489998,29590605020004,2012,72,1,9,3,2,1,2015-03-11 14:22:48,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839608489998,29590605020004,2012,72,1,9,3,3,1,2015-03-11 14:22:48,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839609489998,29590605020004,2012,72,1,9,3,4,1,2015-03-11 14:22:48,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839487489998,29590576020004,2012,72,1,11,5,1,1,2015-03-11 14:22:47,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839488489998,29590576020004,2012,72,1,11,5,2,1,2015-03-11 14:22:47,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839489489998,29590576020004,2012,72,1,11,5,3,1,2015-03-11 14:22:47,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839490489998,29590576020004,2012,72,1,11,5,4,1,2015-03-11 14:22:47,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311840069489998,29590720020004,2012,72,1,11,6,1,1,2015-03-11 14:22:53,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311840070489998,29590720020004,2012,72,1,11,6,2,1,2015-03-11 14:22:53,2024-12-18 09:58:52,1.0,0.977594,,,,5,2
311840071489998,29590720020004,2012,72,1,11,6,2,2,2015-03-11 14:22:53,2024-12-18 09:58:52,0.0,0.022406,,,,5,2
311840072489998,29590720020004,2012,72,1,11,6,3,1,2015-03-11 14:22:53,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311840073489998,29590720020004,2012,72,1,11,6,4,1,2015-03-11 14:22:53,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839457489998,29590569020004,2012,72,1,11,7,1,1,2015-03-11 14:22:46,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839458489998,29590569020004,2012,72,1,11,7,2,1,2015-03-11 14:22:46,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839459489998,29590569020004,2012,72,1,11,7,3,1,2015-03-11 14:22:46,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839460489998,29590569020004,2012,72,1,11,7,4,1,2015-03-11 14:22:46,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839703489998,29590629020004,2012,72,1,13,1,1,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839704489998,29590629020004,2012,72,1,13,1,2,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839705489998,29590629020004,2012,72,1,13,1,3,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839706489998,29590629020004,2012,72,1,13,1,4,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839904489998,29590679020004,2012,72,1,13,2,1,1,2015-03-11 14:22:50,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839905489998,29590679020004,2012,72,1,13,2,2,1,2015-03-11 14:22:50,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839906489998,29590679020004,2012,72,1,13,2,3,1,2015-03-11 14:22:50,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839907489998,29590679020004,2012,72,1,13,2,4,1,2015-03-11 14:22:50,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839948489998,29590690020004,2012,72,1,13,3,1,1,2015-03-11 14:22:51,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839949489998,29590690020004,2012,72,1,13,3,2,1,2015-03-11 14:22:51,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839950489998,29590690020004,2012,72,1,13,3,3,1,2015-03-11 14:22:51,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839951489998,29590690020004,2012,72,1,13,3,4,1,2015-03-11 14:22:51,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839695489998,29590627020004,2012,72,1,13,6,1,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839696489998,29590627020004,2012,72,1,13,6,2,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839697489998,29590627020004,2012,72,1,13,6,3,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839698489998,29590627020004,2012,72,1,13,6,4,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839691489998,29590626020004,2012,72,1,13,13,1,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839692489998,29590626020004,2012,72,1,13,13,2,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839693489998,29590626020004,2012,72,1,13,13,3,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839694489998,29590626020004,2012,72,1,13,13,4,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839699489998,29590628020004,2012,72,1,13,19,1,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839700489998,29590628020004,2012,72,1,13,19,2,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839701489998,29590628020004,2012,72,1,13,19,3,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839702489998,29590628020004,2012,72,1,13,19,4,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839380489998,29590549020004,2012,72,1,15,3,4,1,2015-03-11 14:22:45,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839377489998,29590549020004,2012,72,1,15,3,1,1,2015-03-11 14:22:45,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839378489998,29590549020004,2012,72,1,15,3,2,1,2015-03-11 14:22:45,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839379489998,29590549020004,2012,72,1,15,3,3,1,2015-03-11 14:22:45,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839711489998,29590631020004,2012,72,1,17,5,1,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839712489998,29590631020004,2012,72,1,17,5,2,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839713489998,29590631020004,2012,72,1,17,5,3,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839714489998,29590631020004,2012,72,1,17,5,4,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839569489998,29590596020004,2012,72,1,19,2,1,1,2015-03-11 14:22:48,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839570489998,29590596020004,2012,72,1,19,2,2,1,2015-03-11 14:22:48,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839571489998,29590596020004,2012,72,1,19,2,3,1,2015-03-11 14:22:48,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839572489998,29590596020004,2012,72,1,19,2,4,1,2015-03-11 14:22:48,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311840021489998,29590708020004,2012,72,1,21,1,1,1,2015-03-11 14:22:52,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311840022489998,29590708020004,2012,72,1,21,1,2,2,2015-03-11 14:22:52,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311840023489998,29590708020004,2012,72,1,21,1,3,1,2015-03-11 14:22:52,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311840024489998,29590708020004,2012,72,1,21,1,4,1,2015-03-11 14:22:52,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839896489998,29590677020004,2012,72,1,21,6,1,1,2015-03-11 14:22:50,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839897489998,29590677020004,2012,72,1,21,6,2,1,2015-03-11 14:22:50,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839898489998,29590677020004,2012,72,1,21,6,3,1,2015-03-11 14:22:50,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839899489998,29590677020004,2012,72,1,21,6,4,1,2015-03-11 14:22:50,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839227489998,29590513020004,2012,72,1,23,5,1,1,2015-03-11 14:22:43,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839228489998,29590513020004,2012,72,1,23,5,2,1,2015-03-11 14:22:43,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839229489998,29590513020004,2012,72,1,23,5,3,1,2015-03-11 14:22:43,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839230489998,29590513020004,2012,72,1,23,5,4,1,2015-03-11 14:22:43,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311840057489998,29590717020004,2012,72,1,23,6,1,1,2015-03-11 14:22:53,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311840058489998,29590717020004,2012,72,1,23,6,2,1,2015-03-11 14:22:53,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311840059489998,29590717020004,2012,72,1,23,6,3,1,2015-03-11 14:22:53,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311840060489998,29590717020004,2012,72,1,23,6,4,1,2015-03-11 14:22:53,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839425489998,29590561020004,2012,72,1,23,7,1,1,2015-03-11 14:22:46,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839426489998,29590561020004,2012,72,1,23,7,2,1,2015-03-11 14:22:46,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839427489998,29590561020004,2012,72,1,23,7,3,1,2015-03-11 14:22:46,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839428489998,29590561020004,2012,72,1,23,7,4,1,2015-03-11 14:22:46,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839356489998,29590544020004,2012,72,1,23,11,1,1,2015-03-11 14:22:45,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839360489998,29590544020004,2012,72,1,23,11,4,2,2015-03-11 14:22:45,2024-12-18 09:58:52,1.0,0.808644,,,,5,2
311839357489998,29590544020004,2012,72,1,23,11,2,1,2015-03-11 14:22:45,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839358489998,29590544020004,2012,72,1,23,11,3,2,2015-03-11 14:22:45,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839359489998,29590544020004,2012,72,1,23,11,4,1,2015-03-11 14:22:45,2024-12-18 09:58:52,0.0,0.191356,,,,5,2
311839261489998,29590521020004,2012,72,1,23,13,1,1,2015-03-11 14:22:44,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839262489998,29590521020004,2012,72,1,23,13,2,1,2015-03-11 14:22:44,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839263489998,29590521020004,2012,72,1,23,13,3,1,2015-03-11 14:22:44,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839264489998,29590521020004,2012,72,1,23,13,4,1,2015-03-11 14:22:44,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839319489998,29590535020004,2012,72,1,23,18,1,1,2015-03-11 14:22:45,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839320489998,29590535020004,2012,72,1,23,18,2,1,2015-03-11 14:22:45,2024-12-18 09:58:52,0.0,0.272012,,,,5,2
311839321489998,29590535020004,2012,72,1,23,18,2,2,2015-03-11 14:22:45,2024-12-18 09:58:52,1.0,0.727988,,,,5,2
311839322489998,29590535020004,2012,72,1,23,18,3,1,2015-03-11 14:22:45,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839323489998,29590535020004,2012,72,1,23,18,4,1,2015-03-11 14:22:45,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839365489998,29590546020004,2012,72,1,23,20,1,1,2015-03-11 14:22:45,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839366489998,29590546020004,2012,72,1,23,20,2,1,2015-03-11 14:22:45,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839367489998,29590546020004,2012,72,1,23,20,3,1,2015-03-11 14:22:45,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839368489998,29590546020004,2012,72,1,23,20,4,1,2015-03-11 14:22:45,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839679489998,29590623020004,2012,72,1,27,2,1,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839680489998,29590623020004,2012,72,1,27,2,2,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839681489998,29590623020004,2012,72,1,27,2,3,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839682489998,29590623020004,2012,72,1,27,2,4,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839683489998,29590624020004,2012,72,1,27,3,1,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839684489998,29590624020004,2012,72,1,27,3,2,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839685489998,29590624020004,2012,72,1,27,3,3,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839686489998,29590624020004,2012,72,1,27,3,4,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839871489998,29590671020004,2012,72,1,29,2,1,1,2015-03-11 14:22:50,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839872489998,29590671020004,2012,72,1,29,2,2,1,2015-03-11 14:22:50,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839873489998,29590671020004,2012,72,1,29,2,3,1,2015-03-11 14:22:50,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839874489998,29590671020004,2012,72,1,29,2,4,1,2015-03-11 14:22:50,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839989489998,29590700020004,2012,72,1,29,4,1,1,2015-03-11 14:22:52,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839990489998,29590700020004,2012,72,1,29,4,2,1,2015-03-11 14:22:52,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839992489998,29590700020004,2012,72,1,29,4,4,1,2015-03-11 14:22:52,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839960489998,29590693020004,2012,72,1,31,1,1,1,2015-03-11 14:22:51,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839961489998,29590693020004,2012,72,1,31,1,2,1,2015-03-11 14:22:51,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839962489998,29590693020004,2012,72,1,31,1,3,1,2015-03-11 14:22:51,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839963489998,29590693020004,2012,72,1,31,1,4,1,2015-03-11 14:22:51,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839900489998,29590678020004,2012,72,1,31,2,1,1,2015-03-11 14:22:50,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839901489998,29590678020004,2012,72,1,31,2,2,1,2015-03-11 14:22:50,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839902489998,29590678020004,2012,72,1,31,2,3,1,2015-03-11 14:22:50,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839903489998,29590678020004,2012,72,1,31,2,4,1,2015-03-11 14:22:50,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839823489998,29590659020004,2012,72,1,31,3,1,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839824489998,29590659020004,2012,72,1,31,3,2,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839825489998,29590659020004,2012,72,1,31,3,3,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839826489998,29590659020004,2012,72,1,31,3,4,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839759489998,29590643020004,2012,72,1,31,4,1,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839760489998,29590643020004,2012,72,1,31,4,2,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839761489998,29590643020004,2012,72,1,31,4,3,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839762489998,29590643020004,2012,72,1,31,4,4,1,2015-03-11 14:22:49,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839940489998,29590688020004,2012,72,1,31,5,1,1,2015-03-11 14:22:51,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839941489998,29590688020004,2012,72,1,31,5,2,2,2015-03-11 14:22:51,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839942489998,29590688020004,2012,72,1,31,5,3,2,2015-03-11 14:22:51,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839943489998,29590688020004,2012,72,1,31,5,4,1,2015-03-11 14:22:51,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839279489998,29590525020004,2012,72,1,35,2,1,1,2015-03-11 14:22:44,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839280489998,29590525020004,2012,72,1,35,2,2,1,2015-03-11 14:22:44,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839281489998,29590525020004,2012,72,1,35,2,3,1,2015-03-11 14:22:44,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839282489998,29590525020004,2012,72,1,35,2,4,1,2015-03-11 14:22:44,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839635489998,29590612020004,2012,72,1,35,7,1,1,2015-03-11 14:22:48,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839636489998,29590612020004,2012,72,1,35,7,2,1,2015-03-11 14:22:48,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839637489998,29590612020004,2012,72,1,35,7,3,1,2015-03-11 14:22:48,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839638489998,29590612020004,2012,72,1,35,7,4,1,2015-03-11 14:22:48,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311840041489998,29590713020004,2012,72,1,35,8,1,1,2015-03-11 14:22:52,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311840042489998,29590713020004,2012,72,1,35,8,2,1,2015-03-11 14:22:52,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311840043489998,29590713020004,2012,72,1,35,8,3,1,2015-03-11 14:22:52,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311840044489998,29590713020004,2012,72,1,35,8,4,1,2015-03-11 14:22:52,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839500489998,29590579020004,2012,72,1,37,1,1,1,2015-03-11 14:22:47,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839501489998,29590579020004,2012,72,1,37,1,2,1,2015-03-11 14:22:47,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839502489998,29590579020004,2012,72,1,37,1,3,1,2015-03-11 14:22:47,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839503489998,29590579020004,2012,72,1,37,1,4,1,2015-03-11 14:22:47,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839449489998,29590567020004,2012,72,1,37,11,1,1,2015-03-11 14:22:46,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839450489998,29590567020004,2012,72,1,37,11,2,1,2015-03-11 14:22:46,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839451489998,29590567020004,2012,72,1,37,11,3,1,2015-03-11 14:22:46,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839452489998,29590567020004,2012,72,1,37,11,4,1,2015-03-11 14:22:46,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839932489998,29590686020004,2012,72,1,37,13,1,1,2015-03-11 14:22:51,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839935489998,29590686020004,2012,72,1,37,13,4,1,2015-03-11 14:22:51,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839991489998,29590700020004,2012,72,1,29,4,3,1,2015-03-11 14:22:52,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839933489998,29590686020004,2012,72,1,37,13,2,1,2015-03-11 14:22:51,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839934489998,29590686020004,2012,72,1,37,13,3,1,2015-03-11 14:22:51,2024-12-18 09:58:52,1.0,1.0,,,,5,2
311839465489998,29590571020004,2012,72,1,37,14,1,1,2015-03-11 14:22:46,2024-12-18 09:58:52,1.0,1.0,,,,5,2
