CN,SRV_CN,CTY_CN,PREV_PLT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,PLOT_STATUS_CD,PLOT_NONSAMPLE_REASN_CD,MEASYEAR,MEASMON,MEASDAY,REMPER,KINDCD,DESIGNCD,RDDISTCD,WATERCD,LAT,LON,ELEV,GROW_TYP_CD,MORT_TYP_CD,P2PANEL,P3PANEL,MANUAL,KINDCD_NC,QA_STATUS,CREATED_DATE,MODIFIED_DATE,MICROPLOT_LOC,DECLINATION,SAMP_METHOD_CD,SUBP_EXAMINE_CD,MACRO_BREAKPOINT_DIA,INTENSITY,CYCLE,SUBCYCLE,TOPO_POSITION_PNW,NF_SAMPLING_STATUS_CD,NF_PLOT_STATUS_CD,NF_PLOT_NONSAMPLE_REASN_CD,P2VEG_SAMPLING_STATUS_CD,P2VEG_SAMPLING_LEVEL_DETAIL_CD,INVASIVE_SAMPLING_STATUS_CD,INVASIVE_SPECIMEN_RULE_CD,DESIGNCD_P2A,MANUAL_DB,SUBPANEL,FUTFORCD_RMRS,MANUAL_NCRS,MANUAL_NERS,MANUAL_RMRS,PAC_ISLAND_PNWRS,PLOT_SEASON_NERS,PREV_MICROPLOT_LOC_RMRS,PREV_PLOT_STATUS_CD_RMRS,REUSECD1,REUSECD2,REUSECD3,GRND_LYR_SAMPLING_STATUS_CD,GRND_LYR_SAMPLING_METHOD_CD
197190472020004,197179171020004,13163776010478,249604488010854,2013,72,1,97,27,1,,2014,6,9,6.1,2,1,8,0,18.091904,-67.920407,0,2,2,3,3,4.0,,1,2015-03-11 14:22:08,2025-01-10 15:14:14,OFFSET,,1,4,,7,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190530020004,197179171020004,13163776010478,254320429010854,2013,72,1,97,29,2,,2013,6,1,5.0,2,1,,,18.028241,-67.835695,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,11,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190537020004,197179171020004,13163776010478,254320381010854,2013,72,1,97,30,2,,2013,6,1,5.0,2,1,,,18.017509,-67.885605,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,2,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190439020004,197179171020004,13163776010478,254320299010854,2013,72,1,97,31,2,,2013,6,1,5.0,2,1,,,18.121153,-67.972571,0,2,2,3,,4.0,,1,2015-03-11 14:22:06,2025-01-10 15:14:14,OFFSET,,2,4,,2,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190414020004,197179171020004,13163776010478,254320236010854,2013,72,1,97,32,2,,2013,6,1,5.0,2,1,,,18.147509,-67.867915,0,2,2,3,,4.0,,1,2015-03-11 14:22:05,2025-01-10 15:14:14,OFFSET,,2,4,,5,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190551020004,197179171020004,13163776010478,254320411010854,2013,72,1,97,33,2,,2013,6,1,5.0,2,1,,,18.182909,-67.956564,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,5,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190510020004,197179171020004,13163776010478,254320318010854,2013,72,1,97,34,2,,2013,6,1,5.0,2,1,,,18.053347,-67.810156,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,3,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190513020004,197179171020004,13163776010478,249604500010854,2013,72,1,97,35,2,,2013,6,1,3.9,2,1,,,18.048901,-67.895422,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,7,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190511020004,197179171020004,13163776010478,254320342010854,2013,72,1,97,36,2,,2013,6,1,5.0,2,1,,,18.052779,-67.97002,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,1,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190469020004,197179171020004,13163776010478,254320166010854,2013,72,1,97,37,2,,2013,6,1,5.0,2,1,,,18.09482,-67.995259,0,2,2,3,,4.0,,1,2015-03-11 14:22:08,2025-01-10 15:14:14,OFFSET,,2,4,,1,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190532020004,197179171020004,13163776010478,254320366010854,2013,72,1,97,38,2,,2013,6,1,5.0,2,1,,,18.022152,-67.894696,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,10,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190497020004,197179171020004,13163776010478,254320201010854,2013,72,1,97,40,2,,2013,6,1,5.0,2,1,,,18.068137,-67.808888,0,2,2,3,,4.0,,1,2015-03-11 14:22:10,2025-01-10 15:14:14,OFFSET,,2,4,,12,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190501020004,197179171020004,13163776010478,249604510010854,2013,72,1,97,41,1,,2014,6,7,6.1,2,1,1,0,18.065582,-67.871797,0,2,2,3,3,4.0,,1,2015-03-11 14:22:10,2025-01-10 15:14:14,OFFSET,,1,4,,10,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190533020004,197179171020004,13163776010478,254320205010854,2013,72,1,97,42,2,,2013,6,1,5.0,2,1,,,18.022105,-67.871846,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,4,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190460020004,197179171020004,13163776010478,254320406010854,2013,72,1,97,43,2,,2013,6,1,5.0,2,1,,,18.103271,-67.844938,0,2,2,3,,4.0,,1,2015-03-11 14:22:07,2025-01-10 15:14:14,OFFSET,,2,4,,10,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190412020004,197179171020004,13163776010478,254320308010854,2013,72,1,97,44,2,,2013,6,1,5.0,2,1,,,18.145576,-67.922446,0,2,2,3,,4.0,,1,2015-03-11 14:22:05,2025-01-10 15:14:14,OFFSET,,2,4,,10,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190562020004,197179171020004,13163776010478,254320310010854,2013,72,1,97,45,2,,2013,6,1,5.0,2,1,,,18.098278,-67.80626,0,2,2,3,,4.0,,1,2015-03-11 14:22:12,2025-01-10 15:14:14,OFFSET,,2,4,,7,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190545020004,197179171020004,13163776010478,254320271010854,2013,72,1,97,46,2,,2013,6,1,5.0,2,1,,,18.201446,-67.965993,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,1,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190524020004,197179171020004,13163776010478,254320428010854,2013,72,1,97,47,2,,2013,6,1,5.0,2,1,,,18.036363,-67.870843,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,2,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190390020004,197179171020004,13163776010478,254320377010854,2013,72,1,97,48,2,,2013,6,1,5.0,2,1,,,18.189341,-67.920399,0,2,2,3,,4.0,,1,2015-03-11 14:22:05,2025-01-10 15:14:14,OFFSET,,2,4,,2,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190543020004,197179171020004,13163776010478,254320284010854,2013,72,1,97,49,2,,2013,6,1,5.0,2,1,,,18.002729,-67.885999,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,3,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190415020004,197179171020004,13163776010478,254320317010854,2013,72,1,97,50,2,,2013,6,1,5.0,2,1,,,18.144624,-67.843753,0,2,2,3,,4.0,,1,2015-03-11 14:22:05,2025-01-10 15:14:14,OFFSET,,2,4,,2,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190445020004,197179171020004,13163776010478,254320199010854,2013,72,1,97,51,2,,2013,6,1,5.0,2,1,,,18.118196,-67.823147,0,2,2,3,,4.0,,1,2015-03-11 14:22:06,2025-01-10 15:14:14,OFFSET,,2,4,,2,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190450020004,197179171020004,13163776010478,249604495010854,2013,72,1,97,52,1,,2014,6,12,6.1,2,1,7,0,18.108768,-67.903607,0,2,2,3,3,4.0,,1,2015-03-11 14:22:06,2025-01-10 15:14:14,OFFSET,,1,4,,6,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190406020004,197179171020004,13163776010478,254320234010854,2013,72,1,97,53,2,,2013,6,1,5.0,2,1,,,18.151008,-67.906845,0,2,2,3,,4.0,,1,2015-03-11 14:22:05,2025-01-10 15:14:14,OFFSET,,2,4,,12,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190467020004,197179171020004,13163776010478,249604512010854,2013,72,1,97,54,1,,2014,6,11,6.2,2,1,7,0,18.097269,-67.859109,0,2,2,3,3,4.0,,1,2015-03-11 14:22:08,2025-01-10 15:14:14,OFFSET,,1,4,,8,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190454020004,197179171020004,13163776010478,254320238010854,2013,72,1,97,55,2,,2013,6,1,5.0,2,1,,,18.111851,-67.806647,0,2,2,3,,4.0,,1,2015-03-11 14:22:07,2025-01-10 15:14:14,OFFSET,,2,4,,6,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190540020004,197179171020004,13163776010478,254320244010854,2013,72,1,97,56,2,,2013,6,1,5.0,2,1,,,18.011058,-67.895881,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,1,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190462020004,197179171020004,13163776010478,254320373010854,2013,72,1,97,57,2,,2013,6,1,5.0,2,1,,,18.098463,-67.983305,0,2,2,3,,4.0,,1,2015-03-11 14:22:07,2025-01-10 15:14:14,OFFSET,,2,4,,3,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190565020004,197179171020004,13163776010478,254320278010854,2013,72,1,97,58,2,,2013,6,1,5.0,2,1,,,18.077256,-67.969631,0,2,2,3,,4.0,,1,2015-03-11 14:22:12,2025-01-10 15:14:14,OFFSET,,2,4,,7,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190430020004,197179171020004,13163776010478,254320341010854,2013,72,1,97,59,2,,2013,6,1,5.0,2,1,,,18.132092,-67.81846,0,2,2,3,,4.0,,1,2015-03-11 14:22:05,2025-01-10 15:14:14,OFFSET,,2,4,,1,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190552020004,197179171020004,13163776010478,254320303010854,2013,72,1,97,60,2,,2013,6,1,5.0,2,1,,,18.177579,-67.99423,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,1,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190499020004,197179171020004,13163776010478,249604490010854,2013,72,1,97,61,1,,2014,6,6,6.1,2,1,7,0,18.065115,-67.920733,0,2,2,3,3,4.0,,7,2015-03-11 14:22:10,2025-01-10 15:14:14,OFFSET,,1,4,,10,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190466020004,197179171020004,13163776010478,249604504010854,2013,72,1,97,62,1,,2014,6,9,6.1,2,1,7,0,18.094801,-67.881798,0,2,2,3,3,4.0,,1,2015-03-11 14:22:08,2025-01-10 15:14:14,OFFSET,,1,4,,3,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190418020004,197179171020004,13163776010478,254320273010854,2013,72,1,97,63,2,,2013,6,1,5.0,2,1,,,18.139628,-67.930809,0,2,2,3,,4.0,,1,2015-03-11 14:22:05,2025-01-10 15:14:14,OFFSET,,2,4,,8,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190387020004,197179171020004,13163776010478,254320314010854,2013,72,1,97,64,2,,2013,6,1,5.0,2,1,,,18.2009,-67.920888,0,2,2,3,,4.0,,1,2015-03-11 14:22:01,2025-01-10 15:14:14,OFFSET,,2,4,,1,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190514020004,197179171020004,13163776010478,254320280010854,2013,72,1,97,65,2,,2013,6,1,5.0,2,1,,,18.048194,-67.870582,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,1,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190481020004,197179171020004,13163776010478,249604511010854,2013,72,1,97,66,1,,2014,6,10,6.1,2,1,7,0,18.084113,-67.859063,0,2,2,3,3,4.0,,1,2015-03-11 14:22:09,2025-01-10 15:14:14,OFFSET,,1,4,,11,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190515020004,197179171020004,13163776010478,254320168010854,2013,72,1,97,67,2,,2013,6,1,5.0,2,1,,,18.050924,-67.847887,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,7,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190446020004,197179171020004,13163776010478,254320372010854,2013,72,1,97,68,2,,2013,6,1,5.0,2,1,,,18.115594,-67.796035,0,2,2,3,,4.0,,1,2015-03-11 14:22:06,2025-01-10 15:14:14,OFFSET,,2,4,,8,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190502020004,197179171020004,13163776010478,254320421010854,2013,72,1,97,69,2,,2013,6,1,5.0,2,1,,,18.06195,-67.846613,0,2,2,3,,4.0,,1,2015-03-11 14:22:10,2025-01-10 15:14:14,OFFSET,,2,4,,4,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190427020004,197179171020004,13163776010478,254320403010854,2013,72,1,97,70,2,,2013,6,1,5.0,2,1,,,18.131792,-67.893348,0,2,2,3,,4.0,,1,2015-03-11 14:22:05,2025-01-10 15:14:14,OFFSET,,2,4,,7,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190570020004,197179171020004,13163776010478,254320376010854,2013,72,1,97,71,2,,2013,6,1,5.0,2,1,,,18.057733,-67.835164,0,2,2,3,,4.0,,1,2015-03-11 14:22:12,2025-01-10 15:14:14,OFFSET,,2,4,,8,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190398020004,197179171020004,13163776010478,254320305010854,2013,72,1,97,72,2,,2013,6,1,5.0,2,1,,,18.163823,-67.856247,0,2,2,3,,4.0,,1,2015-03-11 14:22:05,2025-01-10 15:14:14,OFFSET,,2,4,,6,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190542020004,197179171020004,13163776010478,254320347010854,2013,72,1,97,73,2,,2013,6,1,5.0,2,1,,,18.002405,-67.910714,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,3,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190523020004,197179171020004,13163776010478,254320229010854,2013,72,1,97,74,2,,2013,6,1,5.0,2,1,,,18.036237,-67.895109,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,9,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190451020004,197179171020004,13163776010478,249604505010854,2013,72,1,97,75,1,,2014,6,9,6.1,2,1,8,0,18.111477,-67.877941,0,2,2,3,3,4.0,,1,2015-03-11 14:22:07,2025-01-10 15:14:14,OFFSET,,1,4,,12,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190506020004,197179171020004,13163776010478,254320191010854,2013,72,1,97,76,2,,2013,6,1,5.0,2,1,,,18.057849,-67.931501,0,2,2,3,,4.0,,1,2015-03-11 14:22:10,2025-01-10 15:14:14,OFFSET,,2,4,,8,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190517020004,197179171020004,13163776010478,254320427010854,2013,72,1,97,77,2,,2013,6,1,5.0,2,1,,,18.043896,-67.934398,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,9,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190435020004,197179171020004,13163776010478,254320159010854,2013,72,1,97,78,2,,2013,6,1,5.0,2,1,,,18.127457,-67.88165,0,2,2,3,,4.0,,1,2015-03-11 14:22:06,2025-01-10 15:14:14,OFFSET,,2,4,,11,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190554020004,197179171020004,13163776010478,254320304010854,2013,72,1,97,79,2,,2013,6,1,5.0,2,1,,,18.166319,-67.982507,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,5,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190485020004,197179171020004,13163776010478,254320162010854,2013,72,1,97,80,2,,2013,6,1,5.0,2,1,,,18.080793,-67.946333,0,2,2,3,,4.0,,1,2015-03-11 14:22:09,2025-01-10 15:14:14,OFFSET,,2,4,,2,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190463020004,197179171020004,13163776010478,254320190010854,2013,72,1,97,81,2,,2013,6,1,5.0,2,1,,,18.099774,-67.958875,0,2,2,3,,4.0,,1,2015-03-11 14:22:07,2025-01-10 15:14:14,OFFSET,,2,4,,8,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190527020004,197179171020004,13163776010478,254320246010854,2013,72,1,97,82,2,,2013,6,1,5.0,2,1,,,18.02985,-67.933106,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,10,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190407020004,197179171020004,13163776010478,254320196010854,2013,72,1,97,83,2,,2013,6,1,5.0,2,1,,,18.152902,-67.881415,0,2,2,3,,4.0,,1,2015-03-11 14:22:05,2025-01-10 15:14:14,OFFSET,,2,4,,2,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190470020004,197179171020004,13163776010478,254320418010854,2013,72,1,97,84,2,,2013,6,1,5.0,2,1,,,18.092912,-67.971456,0,2,2,3,,4.0,,1,2015-03-11 14:22:08,2025-01-10 15:14:14,OFFSET,,2,4,,6,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190422020004,197179171020004,13163776010478,254320204010854,2013,72,1,97,85,2,,2013,6,1,5.0,2,1,,,18.136695,-67.835766,0,2,2,3,,4.0,,1,2015-03-11 14:22:05,2025-01-10 15:14:14,OFFSET,,2,4,,4,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190420020004,197179171020004,13163776010478,254320165010854,2013,72,1,97,86,2,,2013,6,1,5.0,2,1,,,18.139287,-67.882402,0,2,2,3,,4.0,,1,2015-03-11 14:22:05,2025-01-10 15:14:14,OFFSET,,2,4,,3,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190516020004,197179171020004,13163776010478,254320345010854,2013,72,1,97,87,2,,2013,6,1,5.0,2,1,,,18.047884,-67.823192,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,1,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190528020004,197179171020004,13163776010478,254320270010854,2013,72,1,97,88,2,,2013,6,1,5.0,2,1,,,18.030248,-67.907907,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,6,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190487020004,197179171020004,13163776010478,249604498010854,2013,72,1,97,89,1,,2014,6,4,6.1,2,1,6,0,18.075922,-67.896621,0,2,2,3,3,4.0,,7,2015-03-11 14:22:09,2025-01-10 15:14:14,OFFSET,,1,4,,2,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190474020004,197179171020004,13163776010478,249604508010854,2013,72,1,97,90,1,,2014,6,9,6.1,2,1,7,0,18.091645,-67.872492,0,2,2,3,3,4.0,,1,2015-03-11 14:22:08,2025-01-10 15:14:14,OFFSET,,1,4,,7,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190453020004,197179171020004,13163776010478,254320267010854,2013,72,1,97,91,2,,2013,6,1,5.0,2,1,,,18.112472,-67.83537,0,2,2,3,,4.0,,1,2015-03-11 14:22:07,2025-01-10 15:14:14,OFFSET,,2,4,,12,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190459020004,197179171020004,13163776010478,249604507010854,2013,72,1,97,92,1,,2014,6,9,6.1,2,1,6,0,18.103768,-67.870485,0,2,2,3,3,4.0,,1,2015-03-11 14:22:07,2025-01-10 15:14:14,OFFSET,,1,4,,4,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190479020004,197179171020004,13163776010478,249604493010854,2013,72,1,97,93,1,,2014,6,10,6.2,2,1,6,0,18.081738,-67.908488,0,2,2,3,3,4.0,,1,2015-03-11 14:22:09,2025-01-10 15:14:14,OFFSET,,1,4,,11,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190441020004,197179171020004,13163776010478,254320188010854,2013,72,1,97,94,2,,2013,6,1,5.0,2,1,,,18.119898,-67.919528,0,2,2,3,,4.0,,1,2015-03-11 14:22:06,2025-01-10 15:14:14,OFFSET,,2,4,,2,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190413020004,197179171020004,13163776010478,254320371010854,2013,72,1,97,95,2,,2013,6,1,5.0,2,1,,,18.145871,-67.896314,0,2,2,3,,4.0,,1,2015-03-11 14:22:05,2025-01-10 15:14:14,OFFSET,,2,4,,1,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190529020004,197179171020004,13163776010478,254320247010854,2013,72,1,97,96,2,,2013,6,1,5.0,2,1,,,18.029085,-67.858331,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,6,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190429020004,197179171020004,13163776010478,254320298010854,2013,72,1,97,97,2,,2013,6,1,5.0,2,1,,,18.130475,-67.84428,0,2,2,3,,4.0,,1,2015-03-11 14:22:05,2025-01-10 15:14:14,OFFSET,,2,4,,7,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190556020004,197179171020004,13163776010478,254320306010854,2013,72,1,97,98,2,,2013,6,1,5.0,2,1,,,18.162548,-67.967926,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,9,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190493020004,197179171020004,13163776010478,254320268010854,2013,72,1,97,99,2,,2013,6,1,5.0,2,1,,,18.07189,-67.936326,0,2,2,3,,4.0,,1,2015-03-11 14:22:09,2025-01-10 15:14:14,OFFSET,,2,4,,6,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190478020004,197179171020004,13163776010478,249604484010854,2013,72,1,97,100,1,,2014,6,7,6.2,2,1,7,0,18.082043,-67.933044,0,2,2,3,3,4.0,,1,2015-03-11 14:22:08,2025-01-10 15:14:14,OFFSET,,1,4,,5,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190518020004,197179171020004,13163776010478,254320301010854,2013,72,1,97,101,2,,2013,6,1,5.0,2,1,,,18.043388,-67.906791,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,5,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190448020004,197179171020004,13163776010478,254320405010854,2013,72,1,97,102,2,,2013,6,1,5.0,2,1,,,18.110918,-67.95693,0,2,2,3,,4.0,,1,2015-03-11 14:22:06,2025-01-10 15:14:14,OFFSET,,2,4,,6,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190482020004,197179171020004,13163776010478,254320277010854,2013,72,1,97,103,2,,2013,6,1,5.0,2,1,,,18.082892,-67.834368,0,2,2,3,,4.0,,1,2015-03-11 14:22:09,2025-01-10 15:14:14,OFFSET,,2,4,,5,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190455020004,197179171020004,13163776010478,254320161010854,2013,72,1,97,104,2,,2013,6,1,5.0,2,1,,,18.10738,-67.971994,0,2,2,3,,4.0,,1,2015-03-11 14:22:07,2025-01-10 15:14:14,OFFSET,,2,4,,4,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190442020004,197179171020004,13163776010478,254320364010854,2013,72,1,97,105,2,,2013,6,1,5.0,2,1,,,18.119908,-67.897883,0,2,2,3,,4.0,,1,2015-03-11 14:22:06,2025-01-10 15:14:14,OFFSET,,2,4,,9,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190401020004,197179171020004,13163776010478,254320194010854,2013,72,1,97,106,2,,2013,6,1,5.0,2,1,,,18.162028,-67.895701,0,2,2,3,,4.0,,1,2015-03-11 14:22:05,2025-01-10 15:14:14,OFFSET,,2,4,,13,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190391020004,197179171020004,13163776010478,254320231010854,2013,72,1,97,107,2,,2013,6,1,5.0,2,1,,,18.179872,-67.93067,0,2,2,3,,4.0,,1,2015-03-11 14:22:05,2025-01-10 15:14:14,OFFSET,,2,4,,3,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190534020004,197179171020004,13163776010478,254320243010854,2013,72,1,97,108,2,,2013,6,1,5.0,2,1,,,18.021306,-67.84774,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,9,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190536020004,197179171020004,13163776010478,254320192010854,2013,72,1,97,109,2,,2013,6,1,5.0,2,1,,,18.018252,-67.911264,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,8,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190411020004,197179171020004,13163776010478,254320235010854,2013,72,1,97,110,2,,2013,6,1,5.0,2,1,,,18.144723,-67.945027,0,2,2,3,,4.0,,1,2015-03-11 14:22:05,2025-01-10 15:14:14,OFFSET,,2,4,,4,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190403020004,197179171020004,13163776010478,254320285010854,2013,72,1,97,111,2,,2013,6,1,5.0,2,1,,,18.158194,-67.84288,0,2,2,3,,4.0,,1,2015-03-11 14:22:05,2025-01-10 15:14:14,OFFSET,,2,4,,1,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190475020004,197179171020004,13163776010478,254320276010854,2013,72,1,97,112,2,,2013,6,1,5.0,2,1,,,18.090896,-67.820501,0,2,2,3,,4.0,,1,2015-03-11 14:22:08,2025-01-10 15:14:14,OFFSET,,2,4,,7,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190549020004,197179171020004,13163776010478,254320410010854,2013,72,1,97,113,2,,2013,6,1,5.0,2,1,,,18.188673,-67.969159,0,2,2,3,,4.0,,1,2015-03-11 14:22:11,2025-01-10 15:14:14,OFFSET,,2,4,,2,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
197190575020004,197179171020004,13163776010478,254320283010854,2013,72,1,97,114,2,,2013,6,1,5.0,2,1,,,18.035515,-67.821569,0,2,2,3,,4.0,,1,2015-03-11 14:22:12,2025-01-10 15:14:14,OFFSET,,2,4,,2,5,3,,,,,,,,,,9.3,0,,,,,,,,,,,,,
