CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,TRANSECT,SEGMNT,MEASYEAR,CONDID,SLOPE_BEGNDIST,SLOPE_ENDDIST,SLOPE,HORIZ_LENGTH,HORIZ_BEGNDIST,HORIZ_ENDDIST,CREATED_DATE,MODIFIED_DATE,SEGMNT_STATUS_CD,SEGMNT_NONSAMPLE_REASN_CD,TRANSECT_LENGTH
311813658489998,253419231010854,2011,72,131,2,3,30,1,2011,1,0.0,24.268498099388,15,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813659489998,253419231010854,2011,72,131,2,3,150,1,2011,1,0.0,24.11970149069,10,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813660489998,253419231010854,2011,72,131,2,3,270,1,2011,1,0.0,24.029981273401,5,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813661489998,253419231010854,2011,72,131,2,4,30,1,2011,1,0.0,24.738633753706,25,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813662489998,253419231010854,2011,72,131,2,4,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813663489998,253419231010854,2011,72,131,2,4,270,1,2011,1,0.0,24.11970149069,10,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
442522758489998,253419238010854,2011,72,131,3,1,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522757489998,253419238010854,2011,72,131,3,1,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522756489998,253419238010854,2011,72,131,3,1,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522755489998,253419238010854,2011,72,131,3,2,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522754489998,253419238010854,2011,72,131,3,2,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522753489998,253419238010854,2011,72,131,3,2,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522752489998,253419238010854,2011,72,131,3,3,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522751489998,253419238010854,2011,72,131,3,3,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522750489998,253419238010854,2011,72,131,3,3,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522749489998,253419238010854,2011,72,131,3,4,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522748489998,253419238010854,2011,72,131,3,4,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522747489998,253419238010854,2011,72,131,3,4,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522971489998,253419244010854,2011,72,131,4,2,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522974489998,253419244010854,2011,72,131,4,1,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522973489998,253419244010854,2011,72,131,4,1,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522972489998,253419244010854,2011,72,131,4,1,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522970489998,253419244010854,2011,72,131,4,2,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522969489998,253419244010854,2011,72,131,4,2,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522968489998,253419244010854,2011,72,131,4,3,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522967489998,253419244010854,2011,72,131,4,3,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522966489998,253419244010854,2011,72,131,4,3,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522965489998,253419244010854,2011,72,131,4,4,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522964489998,253419244010854,2011,72,131,4,4,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442522963489998,253419244010854,2011,72,131,4,4,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
311813298489998,253419232010854,2011,72,131,5,1,30,1,2011,1,0.0,24.475293665245,20,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813299489998,253419232010854,2011,72,131,5,1,150,1,2011,1,0.0,24.11970149069,10,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813300489998,253419232010854,2011,72,131,5,1,270,1,2011,1,0.0,24.029981273401,5,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813301489998,253419232010854,2011,72,131,5,2,30,1,2011,1,0.0,25.848791074246,40,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813302489998,253419232010854,2011,72,131,5,2,150,1,2011,1,0.0,24.029981273401,5,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813303489998,253419232010854,2011,72,131,5,2,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813304489998,253419232010854,2011,72,131,5,3,30,1,2011,2,0.0,24.475293665245,20,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813305489998,253419232010854,2011,72,131,5,3,150,1,2011,2,0.0,24.475293665245,20,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813306489998,253419232010854,2011,72,131,5,3,270,1,2011,2,0.0,24.029981273401,5,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813307489998,253419232010854,2011,72,131,5,4,30,1,2011,3,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813308489998,253419232010854,2011,72,131,5,4,150,1,2011,3,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813309489998,253419232010854,2011,72,131,5,4,270,1,2011,3,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311810308489998,253419186010854,2011,72,133,2,1,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:57,2023-08-10 13:09:54,,,
311810309489998,253419186010854,2011,72,133,2,1,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:57,2023-08-10 13:09:54,,,
311810310489998,253419186010854,2011,72,133,2,1,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:57,2023-08-10 13:09:54,,,
311810311489998,253419186010854,2011,72,133,2,2,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:57,2023-08-10 13:09:54,,,
311810312489998,253419186010854,2011,72,133,2,2,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:57,2023-08-10 13:09:54,,,
311810313489998,253419186010854,2011,72,133,2,2,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:57,2023-08-10 13:09:54,,,
311810314489998,253419186010854,2011,72,133,2,3,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:57,2023-08-10 13:09:54,,,
311810315489998,253419186010854,2011,72,133,2,3,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:57,2023-08-10 13:09:54,,,
311810316489998,253419186010854,2011,72,133,2,3,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:57,2023-08-10 13:09:54,,,
311810317489998,253419186010854,2011,72,133,2,4,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:57,2023-08-10 13:09:54,,,
311810318489998,253419186010854,2011,72,133,2,4,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:57,2023-08-10 13:09:54,,,
311810319489998,253419186010854,2011,72,133,2,4,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:57,2023-08-10 13:09:54,,,
442523106489998,253419175010854,2011,72,133,6,1,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442523105489998,253419175010854,2011,72,133,6,1,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442523104489998,253419175010854,2011,72,133,6,1,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442523103489998,253419175010854,2011,72,133,6,2,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442523102489998,253419175010854,2011,72,133,6,2,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442523101489998,253419175010854,2011,72,133,6,2,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442523100489998,253419175010854,2011,72,133,6,3,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442523099489998,253419175010854,2011,72,133,6,3,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442523098489998,253419175010854,2011,72,133,6,3,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442523097489998,253419175010854,2011,72,133,6,4,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442523096489998,253419175010854,2011,72,133,6,4,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442523095489998,253419175010854,2011,72,133,6,4,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
311813960489998,253419236010854,2011,72,135,1,1,30,1,2011,1,0.0,25.056735621385,30,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813961489998,253419236010854,2011,72,135,1,1,150,1,2011,1,0.0,25.056735621385,30,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813962489998,253419236010854,2011,72,135,1,1,270,1,2011,1,0.0,24.029981273401,5,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813963489998,253419236010854,2011,72,135,1,2,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813964489998,253419236010854,2011,72,135,1,2,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813965489998,253419236010854,2011,72,135,1,2,270,1,2011,1,0.0,24.268498099388,15,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813966489998,253419236010854,2011,72,135,1,3,30,1,2011,2,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813967489998,253419236010854,2011,72,135,1,3,150,1,2011,2,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813971489998,253419236010854,2011,72,135,1,4,270,1,2011,2,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813968489998,253419236010854,2011,72,135,1,3,270,1,2011,2,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813969489998,253419236010854,2011,72,135,1,4,30,1,2011,2,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813970489998,253419236010854,2011,72,135,1,4,150,1,2011,2,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
442522830489998,253419302010854,2011,72,137,1,1,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442522829489998,253419302010854,2011,72,137,1,1,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442522828489998,253419302010854,2011,72,137,1,1,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442522827489998,253419302010854,2011,72,137,1,2,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442522826489998,253419302010854,2011,72,137,1,2,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442522825489998,253419302010854,2011,72,137,1,2,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442522824489998,253419302010854,2011,72,137,1,3,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442522823489998,253419302010854,2011,72,137,1,3,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442522822489998,253419302010854,2011,72,137,1,3,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442522821489998,253419302010854,2011,72,137,1,4,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442522820489998,253419302010854,2011,72,137,1,4,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442522819489998,253419302010854,2011,72,137,1,4,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
311813708489998,253419234010854,2011,72,139,1,1,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813709489998,253419234010854,2011,72,139,1,1,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813710489998,253419234010854,2011,72,139,1,1,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813711489998,253419234010854,2011,72,139,1,2,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813712489998,253419234010854,2011,72,139,1,2,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813713489998,253419234010854,2011,72,139,1,2,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813714489998,253419234010854,2011,72,139,1,3,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813715489998,253419234010854,2011,72,139,1,3,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813716489998,253419234010854,2011,72,139,1,3,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813717489998,253419234010854,2011,72,139,1,4,30,1,2011,2,0.0,26.318054639354,45,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813718489998,253419234010854,2011,72,139,1,4,150,1,2011,2,0.0,0.8,5,0.799001871102,0.0,0.799001871102,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813719489998,253419234010854,2011,72,139,1,4,150,2,2011,1,0.8,11.0,5,10.187273856554,0.799001871102,10.986275727656,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813720489998,253419234010854,2011,72,139,1,4,150,3,2011,2,11.0,24.029981273401,5,13.013724272344,10.986275727656,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311813721489998,253419234010854,2011,72,139,1,4,270,1,2011,2,0.0,25.056735621385,30,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814435489998,253419246010854,2011,72,141,2,1,30,1,2011,1,0.0,25.056735621385,30,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814436489998,253419246010854,2011,72,141,2,1,150,1,2011,1,0.0,27.988569095257,60,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814437489998,253419246010854,2011,72,141,2,1,270,1,2011,1,0.0,24.268498099388,15,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814438489998,253419246010854,2011,72,141,2,2,30,1,2011,1,0.0,25.056735621385,30,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814439489998,253419246010854,2011,72,141,2,2,150,1,2011,1,0.0,26.832815729997,50,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814440489998,253419246010854,2011,72,141,2,2,270,1,2011,1,0.0,25.056735621385,30,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814441489998,253419246010854,2011,72,141,2,3,30,1,2011,1,0.0,26.318054639354,45,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814442489998,253419246010854,2011,72,141,2,3,150,1,2011,1,0.0,24.11970149069,10,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814443489998,253419246010854,2011,72,141,2,3,270,1,2011,1,0.0,24.11970149069,10,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814444489998,253419246010854,2011,72,141,2,4,30,1,2011,1,0.0,29.295733477761,70,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814445489998,253419246010854,2011,72,141,2,4,150,1,2011,1,0.0,26.832815729997,50,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814446489998,253419246010854,2011,72,141,2,4,270,1,2011,1,0.0,24.11970149069,10,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
442522890489998,253419296010854,2011,72,141,3,1,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442522889489998,253419296010854,2011,72,141,3,1,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442522888489998,253419296010854,2011,72,141,3,1,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442522887489998,253419296010854,2011,72,141,3,2,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442522886489998,253419296010854,2011,72,141,3,2,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442522885489998,253419296010854,2011,72,141,3,2,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442522884489998,253419296010854,2011,72,141,3,3,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442522883489998,253419296010854,2011,72,141,3,3,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442522882489998,253419296010854,2011,72,141,3,3,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442522881489998,253419296010854,2011,72,141,3,4,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442522880489998,253419296010854,2011,72,141,3,4,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442522879489998,253419296010854,2011,72,141,3,4,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:55,,,
442523034489998,253419245010854,2011,72,141,11,1,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442523033489998,253419245010854,2011,72,141,11,1,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442523032489998,253419245010854,2011,72,141,11,1,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442523031489998,253419245010854,2011,72,141,11,2,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442523030489998,253419245010854,2011,72,141,11,2,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442523029489998,253419245010854,2011,72,141,11,2,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442523028489998,253419245010854,2011,72,141,11,3,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442523027489998,253419245010854,2011,72,141,11,3,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442523026489998,253419245010854,2011,72,141,11,3,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442523025489998,253419245010854,2011,72,141,11,4,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442523024489998,253419245010854,2011,72,141,11,4,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
442523023489998,253419245010854,2011,72,141,11,4,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2016-12-16 15:17:31,2023-08-10 13:09:54,,,
311814755489998,253419251010854,2011,72,141,14,1,30,1,2011,1,0.0,24.029981273401,5,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814756489998,253419251010854,2011,72,141,14,1,150,1,2011,1,0.0,24.11970149069,10,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814757489998,253419251010854,2011,72,141,14,1,270,1,2011,1,0.0,24.475293665245,20,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814758489998,253419251010854,2011,72,141,14,2,30,1,2011,1,0.0,26.832815729997,50,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814759489998,253419251010854,2011,72,141,14,2,150,1,2011,1,0.0,25.427544120501,35,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814760489998,253419251010854,2011,72,141,14,2,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814761489998,253419251010854,2011,72,141,14,3,30,1,2011,1,0.0,26.832815729997,50,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814762489998,253419251010854,2011,72,141,14,3,150,1,2011,1,0.0,24.475293665245,20,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814763489998,253419251010854,2011,72,141,14,3,270,1,2011,1,0.0,25.056735621385,30,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814764489998,253419251010854,2011,72,141,14,4,30,1,2011,1,0.0,28.624465060504,65,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814765489998,253419251010854,2011,72,141,14,4,150,1,2011,1,0.0,27.988569095257,60,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311814766489998,253419251010854,2011,72,141,14,4,270,1,2011,1,0.0,30.734996339678,80,24.0,0.0,24.0,2015-03-17 15:10:58,2023-08-10 13:09:54,,,
311817232489998,253419286010854,2011,72,143,1,1,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:59,2023-08-10 13:09:54,,,
311817233489998,253419286010854,2011,72,143,1,1,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:59,2023-08-10 13:09:54,,,
311817234489998,253419286010854,2011,72,143,1,1,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:59,2023-08-10 13:09:54,,,
311817235489998,253419286010854,2011,72,143,1,2,30,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:59,2023-08-10 13:09:54,,,
311817236489998,253419286010854,2011,72,143,1,2,150,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:59,2023-08-10 13:09:54,,,
311817237489998,253419286010854,2011,72,143,1,2,270,1,2011,1,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:59,2023-08-10 13:09:54,,,
311817238489998,253419286010854,2011,72,143,1,3,30,1,2011,2,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:59,2023-08-10 13:09:54,,,
311817239489998,253419286010854,2011,72,143,1,3,150,1,2011,2,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:59,2023-08-10 13:09:54,,,
311817240489998,253419286010854,2011,72,143,1,3,270,1,2011,2,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:59,2023-08-10 13:09:54,,,
311817241489998,253419286010854,2011,72,143,1,4,30,1,2011,2,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:59,2023-08-10 13:09:54,,,
311817242489998,253419286010854,2011,72,143,1,4,150,1,2011,2,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:59,2023-08-10 13:09:54,,,
311817243489998,253419286010854,2011,72,143,1,4,270,1,2011,2,0.0,24.0,0,24.0,0.0,24.0,2015-03-17 15:10:59,2023-08-10 13:09:54,,,
